bowler,runs_conceded,balls_bowled,wickets_taken,economy,team
Ameer Saiyed,45,30,1.0,9.0,Botswana
Amina Kashif,47,52,2.0,5.423076923076923,Qatar
Aminata Kamara,349,360,15.0,5.816666666666666,Sierra Leone
Aminul Islam,51,36,2.0,8.5,Bangladesh
Amir Ali,37,31,0.0,7.161290322580646,Oman
Amir Butt,11,14,2.0,4.714285714285714,Mexico
Amir Farooq,369,271,14.0,8.169741697416974,Qatar
Amir Hamza,17,14,1.0,7.285714285714285,Spain
Amir Hayat,16,12,3.0,8.0,United Arab Emirates
Amir Zaib,30,12,1.0,15.0,Portugal
Amjad Javed,180,173,15.0,6.242774566473988,United Arab Emirates
Amjad Mahboob,354,242,17.0,8.776859504132231,Singapore
Amjad Sher,371,336,20.0,6.625,Finland
Amma Kashif,34,37,0.0,5.513513513513514,Qatar
Ammar Khalid,72,74,6.0,5.837837837837839,Canada
Amna Khan,122,76,1.0,9.63157894736842,Saudi Arabia
Amna Tariq,538,613,31.0,5.265905383360522,Kuwait
Amoluk Singh,104,88,5.0,7.090909090909092,Ghana
Anam Amin,671,636,30.0,6.330188679245284,Pakistan
Anas Khan,159,194,17.0,4.917525773195877,Hong Kong
Anasim Khan,95,73,3.0,7.808219178082192,Bahrain
Andre Jarju,134,77,5.0,10.441558441558442,Gambia
Angela Busa,79,60,2.0,7.9,Philippines
Anique Uddin,53,39,3.0,8.153846153846153,Denmark
Anjali Chand,1,38,10.0,0.1578947368421052,Nepal
Anjar Tadarus,243,214,14.0,6.813084112149533,Indonesia
Anjuli Ghalley,42,42,0.0,6.0,Bhutan
Ankit Dubey,13,12,0.0,6.5,Sweden
Anoop Orsu,26,20,1.0,7.800000000000001,Luxembourg
Ansar Iqbal,17,13,0.0,7.846153846153847,Norway
Ansh Patel,10,37,5.0,1.6216216216216215,Canada
Anshuman Rath,165,118,2.0,8.389830508474576,Hong Kong
Anskumar Ahir,27,20,0.0,8.100000000000001,Panama
Anwar Ali,254,192,7.0,7.9375,Pakistan
Anwar Rahman,196,164,12.0,7.170731707317072,Malaysia
Aphsal Ashraf,35,24,2.0,8.75,Kuwait
Aqib Ilyas,397,404,26.0,5.896039603960396,Oman
Aqib Iqbal,832,690,38.0,7.234782608695653,Austria
Aqif Farooq,17,18,1.0,5.666666666666666,Kuwait
Arafat Sunny,187,141,10.0,7.957446808510639,Bangladesh
Archara Supriya,24,27,1.0,5.333333333333333,United Arab Emirates
Arif Nasir Uddin,19,14,0.0,8.142857142857142,Qatar
Arif Ullah,105,94,9.0,6.702127659574467,Malaysia
Arjun Vinod,200,145,3.0,8.275862068965518,Switzerland
Arsalan Ahmed,38,30,2.0,7.6,Greece
Arshad Iqbal,16,24,1.0,4.0,Pakistan
Arshdeep Singh,707,557,46.0,7.615798922800719,India
Arslan Amjad,197,114,8.0,10.36842105263158,Estonia
Arun Yadav,62,36,1.0,10.333333333333334,Tanzania
Aryan Lakra,46,42,2.0,6.571428571428572,United Arab Emirates
Asad Ali Rehemtulla,370,237,14.0,9.367088607594935,Bulgaria
Asad Mohammad,92,80,2.0,6.9,Germany
Ashfaq Ahmed,34,37,2.0,5.513513513513514,United Arab Emirates
Ashi Chopla,33,47,1.0,4.212765957446809,Austria
Ashiqullah Said,34,39,2.0,5.230769230769231,Belgium
Ashmal Hashmi,92,71,1.0,7.774647887323944,Saudi Arabia
Ashwin Vinod,332,312,17.0,6.384615384615385,Switzerland
Ashwini Balaji,183,138,3.0,7.956521739130434,Germany
Asif Ali,162,183,9.0,5.311475409836065,Bahrain
Asif Bevinje,49,44,3.0,6.681818181818182,Romania
Asif Iqbal,42,30,4.0,8.399999999999999,South Korea
Asif Javed,55,83,5.0,3.975903614457832,Bahrain
Asif Shaikh,92,87,4.0,6.344827586206897,Bahrain
Asim Ashraf,93,44,0.0,12.681818181818183,Gambia
Aslam Bera,89,60,3.0,8.9,Zambia
Aslam Mohammad,113,110,6.0,6.163636363636364,Greece
Aslan Jafri,91,72,7.0,7.583333333333333,Singapore
Asmavia Iqbal,462,478,35.0,5.799163179916318,Pakistan
Asrar Ahmed,49,38,1.0,7.736842105263157,Greece
Assad Mehmood,29,43,1.0,4.046511627906977,Portugal
Ateeq Iqbal,156,218,14.0,4.293577981651376,Hong Kong
Atif Kamal,102,85,7.0,7.199999999999999,Luxembourg
Atif Mehmood,340,365,20.0,5.58904109589041,Spain
Atif Rasheed,11,12,0.0,5.5,Finland
Atif-Ur-Rehman,181,213,15.0,5.098591549295775,Saudi Arabia
Attia Diwan Ali,30,32,0.0,5.625,Belgium
Aung Ko Ko,55,44,3.0,7.5,Myanmar
Avesh Khan,190,121,7.0,9.421487603305785,India
Avi Dixit,15,7,0.0,12.857142857142858,Singapore
Avishka Iroshan,44,25,2.0,10.56,Romania
Awais Ikram,88,57,4.0,9.263157894736842,Slovenia
Ayan Khan,224,164,4.0,8.195121951219512,Oman
Ayaz Dadabhai,94,86,7.0,6.55813953488372,Zambia
Ayesha Hasan,20,17,0.0,7.0588235294117645,Norway
Aysha,463,474,27.0,5.860759493670885,Qatar
Ayyaz Qureshi,65,47,4.0,8.297872340425533,Slovenia
Azam Khalil,149,141,6.0,6.340425531914894,Sweden
Aziz Mohammad,201,152,7.0,7.934210526315789,Belgium
Aziz Sualley,49,48,2.0,6.125,Ghana
Azri Azhar,26,27,0.0,5.777777777777778,Malaysia
Azyan Farhath,142,134,6.0,6.35820895522388,Maldives
B Akhilesh Reddy,54,49,0.0,6.612244897959183,United States of America
B Arora,426,361,14.0,7.0803324099723,Malta
B Balala,125,83,1.0,9.036144578313252,Malawi
B Bhadriraju,40,36,2.0,6.666666666666667,United States of America
B Biza,104,111,7.0,5.621621621621621,Zimbabwe
B Dugic,130,81,5.0,9.62962962962963,Serbia
B Etim,170,202,11.0,5.0495049504950495,Nigeria
B Evans,251,179,16.0,8.41340782122905,Zimbabwe
B Fernando,297,238,13.0,7.487394957983193,Sri Lanka
B Freeman,16,13,0.0,7.384615384615385,Botswana
B Gaanamong,65,68,5.0,5.735294117647059,Botswana
B George,66,51,1.0,7.764705882352942,Malta
B Isaac,61,45,0.0,8.133333333333333,St Helena
B Ito-Davis,53,63,5.0,5.047619047619048,Japan
B Jerkovic,61,24,1.0,15.25,Croatia
B Kalki Kumar,13,7,0.0,11.142857142857142,Malta
B Karki,11,24,1.0,2.75,Nepal
B Keganne,59,36,2.0,9.833333333333332,Botswana
B Kgosiemang,310,233,13.0,7.982832618025752,Botswana
B Khumalo,342,256,13.0,8.015625,Botswana
B Kumar,1012,803,39.0,7.561643835616438,India
B Laughlin,77,49,2.0,9.428571428571429,Australia
B Lee,308,259,18.0,7.135135135135135,Australia
B Lekau,134,114,2.0,7.052631578947369,Lesotho
B Leo,79,58,3.0,8.172413793103448,St Helena
B Lewis,75,79,6.0,5.69620253164557,Belize
B Maes Loch,54,96,6.0,3.375,Germany
B Mahesh,46,47,2.0,5.872340425531915,Cyprus
B Masaba,244,269,12.0,5.442379182156135,Uganda
B Mavuta,86,69,2.0,7.478260869565217,Zimbabwe
B Maximo,37,33,2.0,6.727272727272727,Portugal
B Mejaro,31,24,1.0,7.75,Lesotho
B Mpedi,66,57,1.0,6.947368421052632,Botswana
B Murekatete,313,413,21.0,4.547215496368039,Rwanda
B Murtagh,52,71,3.0,4.394366197183099,Isle of Man
B Muzarabani,834,679,39.0,7.3696612665684835,Zimbabwe
B Namuunzul,147,126,1.0,7.0,Mongolia
B Ndipo,27,50,2.0,3.24,Malawi
B Niaz,69,72,7.0,5.75,Belgium
B Phelenyane,252,239,8.0,6.326359832635983,Lesotho
B Pondani,115,105,5.0,6.571428571428572,Malawi
B Regmi,225,170,12.0,7.9411764705882355,Nepal
B Shanti,20,15,0.0,8.0,Kuwait
B Shetty,142,124,3.0,6.870967741935484,Oman
B Shikongo,283,274,19.0,6.197080291970803,Namibia
B Shotorova,94,76,2.0,7.421052631578948,Bulgaria
B Stanlake,421,356,27.0,7.095505617977528,Australia
B Taylan,48,53,1.0,5.433962264150944,Turkey
B Terbish,36,13,0.0,16.615384615384613,Mongolia
B Tlali,37,49,3.0,4.530612244897959,Lesotho
B Wani,64,73,2.0,5.260273972602739,Estonia
B Ward,352,382,31.0,5.528795811518324,Jersey
B White,476,349,16.0,8.183381088825215,Ireland
B Williams,13,6,0.0,13.0,Sierra Leone
B Yadav,62,41,0.0,9.073170731707318,Nepal
BA Carse,196,137,11.0,8.583941605839417,England
BA Pai,329,303,15.0,6.514851485148514,Gibraltar
BA Stokes,512,378,17.0,8.126984126984127,England
BAD Manenti,133,92,2.0,8.673913043478262,Italy
BAW Mendis,435,401,27.0,6.508728179551122,Sri Lanka
BB Sran,14,25,4.0,3.3600000000000003,India
BC Fortuin,287,230,12.0,7.486956521739129,South Africa
BCJ Cutting,160,88,4.0,10.909090909090908,Australia
BD Glover,163,169,15.0,5.78698224852071,Netherlands
BDH Stevens,80,63,3.0,7.619047619047619,Jersey
BE Hendricks,101,92,6.0,6.586956521739131,South Africa
BE Johnson,36,12,0.0,18.0,Guernsey
BF Mailata,107,76,4.0,8.447368421052632,Samoa
BF Smith,49,56,2.0,5.25,England
BFW de Leede,580,434,28.0,8.018433179723502,Netherlands
BG Illing,18,27,2.0,4.0,New Zealand
BG Lister,222,150,7.0,8.879999999999999,New Zealand
BJ Bennett,79,63,4.0,7.523809523809524,Zimbabwe
BJ Currie,119,98,7.0,7.285714285714285,Scotland
BJ Diamanti,20,12,0.0,10.0,New Zealand
BJ Dwarshuis,439,277,19.0,9.509025270758125,Australia
BJ Hodge,25,19,1.0,7.894736842105264,Australia
BJ McCarthy,875,610,33.0,8.60655737704918,Ireland
BJ McMullen,69,50,1.0,8.28,Scotland
BK Stroud,82,79,3.0,6.227848101265822,St Helena
BM Anusha,24,29,1.0,4.965517241379311,India
BM Halliday,90,79,8.0,6.835443037974684,New Zealand
BM Scholtz,822,770,31.0,6.405194805194805,Namibia
BM Tickner,258,169,8.0,9.159763313609467,New Zealand
BM Wheeler,107,77,5.0,8.337662337662337,New Zealand
BMA Mbida,210,189,5.0,6.666666666666667,Cameroon
BMAJ Mendis,103,85,5.0,7.270588235294117,Sri Lanka
BMSM Kumari,817,755,31.0,6.49271523178808,Sri Lanka
BN Toube,171,134,6.0,7.656716417910448,Cameroon
BP Adapaka,133,114,3.0,7.0,Hungary
BRM Taylor,20,24,1.0,5.0,Zimbabwe
BS Stephenson,150,136,4.0,6.61764705882353,Belize
BTJ Wheal,233,154,8.0,9.077922077922077,Scotland
BV Sears,222,162,9.0,8.222222222222223,New Zealand
BV Vitori,154,124,2.0,7.451612903225806,Zimbabwe
BW Hilfenhaus,33,26,1.0,7.615384615384615,Australia
Bakhtiar Tahiri,75,46,0.0,9.782608695652174,Bulgaria
Baljit Singh,87,75,5.0,6.959999999999999,Italy
Baseer Khan,37,52,5.0,4.269230769230769,Austria
Bashar Khan,36,43,4.0,5.023255813953488,Italy
Basharat Hussain,62,37,0.0,10.054054054054054,South Korea
Bashir Ahmad,36,12,0.0,18.0,Switzerland
Bashir Shah,81,86,6.0,5.651162790697675,Denmark
Basil Hameed,267,252,17.0,6.357142857142858,United Arab Emirates
Baz Aybui,122,106,7.0,6.90566037735849,Sweden
Bhargav Narasimha,6,7,1.0,5.142857142857142,Mexico
Bibina Baby,34,29,0.0,7.034482758620689,Malta
Bilal Aftab,14,12,1.0,7.0,Denmark
Bilal Ahmad Mir,132,91,7.0,8.703296703296703,South Korea
Bilal Hassun,389,344,21.0,6.784883720930233,Uganda
Bilal Khan,932,849,68.0,6.586572438162545,Oman
Bilal Masud,123,115,11.0,6.417391304347826,Estonia
Bilal Muhammad,359,331,23.0,6.507552870090635,Malta
Bilal Safdar,19,24,3.0,4.75,Norway
Bilal Tahir,48,55,4.0,5.236363636363636,Kuwait
Bilal Zalmai,654,551,23.0,7.121597096188747,Austria
Bilawal Bhatti,159,98,2.0,9.73469387755102,Pakistan
Bipin Kumar,115,83,2.0,8.313253012048193,Qatar
Bismah Maroof,340,330,12.0,6.181818181818182,Pakistan
Bukhar Illikkal,60,48,1.0,7.5,Qatar
C Abel,108,121,10.0,5.355371900826446,Scotland
C Agafili,35,46,2.0,4.565217391304348,Samoa
C Aweko,756,1116,75.0,4.064516129032258,Uganda
C Bah,312,278,9.0,6.733812949640287,Sierra Leone
C Beckford,26,14,3.0,11.142857142857142,United States of America
C Bevin,40,20,0.0,12.0,Croatia
C Bosch,214,138,6.0,9.304347826086955,South Africa
C Boyle,97,107,4.0,5.439252336448599,Singapore
C Breteche,16,26,2.0,3.692307692307693,France
C Bull,299,358,17.0,5.011173184357542,Sierra Leone
C Bwanali,63,58,3.0,6.517241379310345,Malawi
C Campher,573,432,16.0,7.958333333333333,Ireland
C Cassell,48,24,2.0,12.0,Scotland
C Chatonzwa,18,18,2.0,6.0,Zimbabwe
C Chatphaisan,45,57,4.0,4.7368421052631575,Thailand
C Chukwuonye,49,59,3.0,4.983050847457627,Nigeria
C Cirlig,37,29,1.0,7.655172413793104,Romania
C Connolly,59,37,1.0,9.567567567567568,Australia
C Dickson,298,268,11.0,6.671641791044776,Cook Islands
C Floyd,73,42,1.0,10.428571428571429,Netherlands
C Forshaw,209,160,17.0,7.837499999999999,Guernsey
C Green,164,107,8.0,9.19626168224299,Australia
C Gwilliam-Lopez,19,19,1.0,6.0,Spain
C Henery,98,124,8.0,4.741935483870968,Isle of Man
C Hinze,123,120,6.0,6.15,Japan
C Jennings,66,76,4.0,5.210526315789474,Other
C Karunaratne,540,429,16.0,7.552447552447552,Sri Lanka
C Kyewuta,459,436,29.0,6.31651376146789,Uganda
C Lokuge,79,129,5.0,3.674418604651162,Estonia
C Magaia,98,98,9.0,6.0,Mozambique
C Mahamalage,299,314,12.0,5.713375796178344,Italy
C Miles,20,15,0.0,8.0,Jersey
C Milner,41,30,0.0,8.2,Other
C Moyo,11,13,0.0,5.076923076923077,Zimbabwe
C Munro,82,40,1.0,12.3,New Zealand
C Murray,470,433,22.0,6.51270207852194,Ireland
C Murrombe,99,57,0.0,10.421052631578949,Mozambique
C Mutasa,75,51,0.0,8.823529411764707,Zimbabwe
C Namugenyi,30,45,1.0,4.0,Uganda
C Olphert,47,23,0.0,12.260869565217392,Ireland
C Ostergaard,87,112,4.0,4.660714285714286,Denmark
C Outerbridge,21,24,1.0,5.25,Bermuda
C Pengkumta,292,268,13.0,6.537313432835822,Thailand
C Perry,202,243,14.0,4.987654320987654,Isle of Man
C Pervez,12,6,0.0,12.0,Canada
C Piparo,9,7,1.0,7.714285714285715,Italy
C Prasad,25,39,4.0,3.846153846153847,United States of America
C Raack,190,177,8.0,6.440677966101696,Ireland
C Roberts,27,25,4.0,6.48,France
C Rububagumya,822,655,40.0,7.529770992366412,Rwanda
C Rumistrzewicz,272,325,28.0,5.021538461538461,Spain
C Sewsunker,152,99,1.0,9.212121212121213,Saudi Arabia
C Shivakumar,52,30,0.0,10.4,Singapore
C Smith,76,77,3.0,5.922077922077922,Malaysia
C Sosa,170,208,8.0,4.903846153846153,Argentina
C Sridev,65,49,2.0,7.959183673469387,Singapore
C Sutthiruang,587,814,40.0,4.326781326781327,Thailand
C Tchale,182,115,5.0,9.495652173913044,Malawi
C Udekwe,185,224,14.0,4.955357142857142,Nigeria
C Umutonni,7,6,0.0,7.0,Rwanda
C Viljoen,142,129,10.0,6.604651162790697,Namibia
C Waiswa,108,84,8.0,7.714285714285715,Uganda
C Wickramasinghe,17,24,1.0,4.25,Sri Lanka
C Wijesinghe,69,115,5.0,3.6,Cyprus
C Wright,480,386,20.0,7.461139896373057,Cayman Islands
C Wyngaard,8,6,0.0,8.0,South Africa
C Zavoiu,45,32,3.0,8.4375,Romania
C de Grandhomme,302,220,10.0,8.236363636363636,New Zealand
C de Lange,680,773,35.0,5.278137128072444,Netherlands
C van der Westhuizen,12,25,2.0,2.88,South Africa
CA Henry,433,378,11.0,6.8730158730158735,West Indies
CA Keita,20,24,3.0,5.0,Mali
CA Liyanage,14,6,0.0,14.0,Maldives
CA Soper,299,224,11.0,8.008928571428571,Papua New Guinea
CA Young,998,759,53.0,7.889328063241107,Ireland
CAH Stevenson,61,31,2.0,11.806451612903226,United States of America
CAJ Meschede,85,100,5.0,5.1,Germany
CAK Rajitha,374,215,10.0,10.43720930232558,Sri Lanka
CB Mpofu,612,367,17.0,10.005449591280652,Zimbabwe
CB Roposo,244,217,15.0,6.746543778801843,Mozambique
CB Sole,326,200,10.0,9.78,Scotland
CBRLS Kumara,293,224,16.0,7.848214285714285,Sri Lanka
CC Blake,18,12,0.0,9.0,Vanuatu
CC van Slobbe,12,20,1.0,3.6,Netherlands
CD Barnwell,24,14,1.0,10.285714285714285,West Indies
CD Mboe,12,21,3.0,3.4285714285714284,Cameroon
CD de Lange,89,94,7.0,5.680851063829787,Scotland
CE Dean,459,436,26.0,6.31651376146789,England
CE McConchie,37,30,1.0,7.4,New Zealand
CG Osborne,25,18,3.0,8.333333333333332,Croatia
CG Williams,72,54,4.0,8.0,Namibia
CH Abeyratne,87,67,1.0,7.791044776119403,Singapore
CH Gayle,264,217,12.0,7.299539170506913,West Indies
CH Morris,395,287,16.0,8.257839721254356,South Africa
CH van Koolwijk,8,13,1.0,3.692307692307693,Netherlands
CI Manidom,94,78,4.0,7.23076923076923,Cameroon
CJ Ana,18,32,1.0,3.375,Romania
CJ Anderson,355,238,10.0,8.949579831932773,New Zealand
CJ Boyce,93,90,5.0,6.200000000000001,Australia
CJ Chibhabha,240,193,10.0,7.461139896373057,Zimbabwe
CJ Dala,163,102,7.0,9.588235294117649,South Africa
CJ Delany,26,12,0.0,13.0,Gibraltar
CJ Dias,84,101,4.0,4.99009900990099,Kuwait
CJ Gannon,21,26,3.0,4.846153846153847,United States of America
CJ Green,37,24,0.0,9.25,Australia
CJ Jordan,1795,1257,81.0,8.568019093078759,England
CJ Langford,163,161,8.0,6.074534161490684,Isle of Man
CJ McKay,89,67,2.0,7.970149253731344,Australia
CJ Metcalfe,265,293,18.0,5.426621160409557,Ireland
CJA Amini,490,449,26.0,6.5478841870824045,Papua New Guinea
CJPF Kalugamage,162,140,8.0,6.942857142857143,Italy
CK Jasmat,174,164,7.0,6.365853658536586,Samoa
CK Langeveldt,129,102,7.0,7.588235294117647,South Africa
CL Cairns,52,48,2.0,6.5,New Zealand
CL Tryon,579,538,17.0,6.4572490706319705,South Africa
CL White,20,19,1.0,6.315789473684211,Australia
CM Akachukwu,102,80,4.0,7.649999999999999,Nigeria
CM Edwards,33,19,0.0,10.421052631578949,England
CM Gough,268,300,15.0,5.359999999999999,Germany
CM Greechan,208,333,19.0,3.747747747747748,Jersey
CM Madsen,20,15,1.0,8.0,Denmark
CM Mbebe,27,25,0.0,6.48,Mozambique
CM Wright,29,25,3.0,6.959999999999999,Scotland
CN Ackermann,87,85,2.0,6.141176470588235,Netherlands
CN Greaves,265,207,7.0,7.6811594202898545,Scotland
CO Obuya,137,145,10.0,5.66896551724138,Kenya
CP Schofield,46,31,1.0,8.903225806451612,England
CPPM Sadun,165,152,2.0,6.5131578947368425,Cyprus
CR Brathwaite,644,440,19.0,8.781818181818181,West Indies
CR Seneviratna,169,154,11.0,6.584415584415584,United Arab Emirates
CR Smith,26,24,0.0,6.5,Australia
CR Woakes,417,313,11.0,7.993610223642173,England
CRD Fernando,146,119,7.0,7.3613445378151265,Sri Lanka
CS Fraser,244,200,12.0,7.32,West Indies
CS MacLeod,98,86,2.0,6.837209302325581,Scotland
CS Martin,95,74,5.0,7.702702702702703,New Zealand
CS Nascimento,166,185,11.0,5.383783783783784,Brazil
CT Mumba,105,68,4.0,9.264705882352942,Zimbabwe
CT Mutombodzi,106,85,3.0,7.482352941176471,Zimbabwe
CT Tremlett,46,27,2.0,10.22222222222222,England
CV Harrison,46,30,1.0,9.2,Gibraltar
CV Varun,289,271,24.0,6.398523985239852,India
CW Perchard,409,388,30.0,6.324742268041238,Jersey
Cai Yuzhi,156,182,16.0,5.142857142857142,China
Camila Valdes,106,54,2.0,11.77777777777778,Other
Chado Om,41,38,3.0,6.473684210526316,Bhutan
Chan Ka Man,538,748,44.0,4.315508021390374,Hong Kong
Charanjeet Singh,17,12,0.0,8.5,Italy
Chare Smith,78,76,5.0,6.157894736842106,Bermuda
Chaudhary Akram,14,19,2.0,4.421052631578947,Norway
Chaya Mughal,396,519,20.0,4.578034682080925,United Arab Emirates
Chayanisa Phengpaen,24,27,0.0,5.333333333333333,Thailand
Chen Xinyu,21,23,0.0,5.478260869565217,China
Chen Zhuo Yue,167,125,6.0,8.016,China
Chinyenum George,12,12,1.0,6.0,Nigeria
Constanza Oyarce,152,65,0.0,14.03076923076923,Other
Constanza Vergara,30,12,0.0,15.0,Other
Cynthia Konadu,31,25,1.0,7.439999999999999,Other
D Abeyrathna,142,109,7.0,7.81651376146789,Norway
D Ahir,54,42,1.0,7.714285714285715,Panama
D Ajekun,40,43,2.0,5.5813953488372094,Nigeria
D Bhaskara,71,53,1.0,8.037735849056602,Bahrain
D Birrell,158,149,12.0,6.362416107382551,Jersey
D Bishoo,59,42,1.0,8.428571428571427,West Indies
D Bourne,29,29,1.0,6.0,Turks and Caicos Island
D Brown,385,360,14.0,6.416666666666666,Australia
D Dawa,91,80,7.0,6.824999999999999,Bhutan
D Devnarain,8,6,0.0,8.0,South Africa
D Dewald,126,110,6.0,6.872727272727273,Belgium
D Dhingra,45,42,0.0,6.428571428571429,United States of America
D Dlamini,74,62,1.0,7.161290322580646,Eswatini
D Doyle-Calle,10,6,0.0,10.0,Spain
D Dzimau,33,44,2.0,4.5,Malawi
D Ferreira,71,48,1.0,8.875,South Africa
D Finau,33,18,1.0,11.0,Samoa
D Foerster,199,276,17.0,4.326086956521739,Namibia
D Ganesh,127,124,7.0,6.14516129032258,Costa Rica
D Gim,24,18,1.0,8.0,Nigeria
D Golechha,55,109,6.0,3.027522935779817,Denmark
D Hazell,509,560,25.0,5.453571428571428,England
D Hemalatha,63,55,2.0,6.872727272727273,India
D Heyliger,452,347,21.0,7.815561959654179,Canada
D Igihozo,11,25,1.0,2.64,Rwanda
D Jakiel,293,230,18.0,7.643478260869565,Malawi
D Jamyansuren,60,27,1.0,13.333333333333334,Mongolia
D Jansen,61,56,1.0,6.535714285714285,Isle of Man
D Johnson,311,205,11.0,9.102439024390245,Switzerland
D Kalvin,102,73,3.0,8.383561643835616,Seychelles
D Kansonkho,42,47,3.0,5.361702127659575,Malawi
D Kegasitswe,156,79,3.0,11.848101265822786,Botswana
D Klein,368,355,15.0,6.219718309859155,Germany
D Koralalage,63,124,9.0,3.048387096774193,Cyprus
D Lohia,97,102,5.0,5.705882352941176,Papua New Guinea
D Madushanka,250,159,10.0,9.433962264150944,Sri Lanka
D Maisuria,301,296,36.0,6.101351351351351,Botswana
D Marks,190,133,7.0,8.571428571428571,Malta
D Medagoda,133,169,7.0,4.721893491124261,Switzerland
D Mogan,63,25,0.0,15.12,Malaysia
D Muhumuza,150,129,7.0,6.976744186046512,Uganda
D Mullen,106,88,6.0,7.227272727272727,Guernsey
D Murphy,74,107,5.0,4.149532710280374,Isle of Man
D Myers,43,19,0.0,13.578947368421051,Zimbabwe
D Nanayakkara,183,148,7.0,7.418918918918918,Italy
D Nanda,33,62,5.0,3.193548387096774,Indonesia
D Nikolov,63,38,1.0,9.947368421052632,Bulgaria
D Njoroge,13,6,0.0,13.0,Kenya
D Panda,53,48,6.0,6.625,Mexico
D Parashar,380,319,15.0,7.147335423197492,United Arab Emirates
D Paterson,154,97,6.0,9.525773195876289,South Africa
D Polpitiya,82,55,4.0,8.945454545454545,Eswatini
D Pretorius,307,242,19.0,7.611570247933885,South Africa
D Ramani,167,120,6.0,8.35,Czech Republic
D Ravu,350,253,15.0,8.300395256916996,Papua New Guinea
D Rawat,121,98,7.0,7.408163265306122,Costa Rica
D Robson,202,201,12.0,6.029850746268657,Estonia
D Ruynekova,143,132,4.0,6.5,Bulgaria
D Sabir,162,149,12.0,6.523489932885906,Bermuda
D Samarawickrama,16,8,1.0,12.0,Italy
D Saxena,40,32,2.0,7.5,Canada
D St Ange,20,30,3.0,4.0,Turks and Caicos Island
D Staddon,2,7,1.0,1.7142857142857142,Brazil
D Suzuki,192,134,9.0,8.597014925373134,Japan
D Svilicic,106,43,2.0,14.790697674418604,Croatia
D Tanase,24,29,0.0,4.965517241379311,Romania
D Tekyildirim,30,27,4.0,6.666666666666667,Turkey
D Tucker,111,96,2.0,6.9375,South Africa
D Unhale,54,77,4.0,4.207792207792208,Finland
D Uwizeye,6,15,1.0,2.4000000000000004,Rwanda
D Visser,171,139,11.0,7.381294964028776,Samoa
D Wabwire,71,63,2.0,6.761904761904762,Uganda
D Wangmo,124,131,9.0,5.679389312977099,Bhutan
D Wheatley,34,15,0.0,13.6,Bahamas
D Wiese,620,552,37.0,6.739130434782609,Namibia
D Wotu,165,168,11.0,5.892857142857142,Vanuatu
D Wulandari,47,60,1.0,4.7,Indonesia
D la Cock,11,6,0.0,11.0,Namibia
D van Niekerk,515,549,31.0,5.628415300546449,South Africa
DA Blignaut,267,244,18.0,6.5655737704918025,Germany
DAJ Bracewell,336,218,12.0,9.24770642201835,New Zealand
DAL Paramitha,140,203,9.0,4.137931034482759,Indonesia
DAM Louis,167,137,12.0,7.313868613138686,Qatar
DAS Gunaratne,184,135,5.0,8.177777777777777,Sri Lanka
DB Loic,126,143,8.0,5.286713286713287,Cameroon
DB Sharma,1517,1439,86.0,6.325225851285615,India
DBL Powell,10,19,1.0,3.1578947368421053,West Indies
DC Delany,122,90,5.0,8.133333333333333,Ireland
DC Drakes,225,151,4.0,8.940397350993377,West Indies
DC Smith,368,279,13.0,7.913978494623656,Philippines
DC Stovell,167,123,7.0,8.146341463414634,Bermuda
DE Bernard,19,25,1.0,4.5600000000000005,West Indies
DE Bollinger,159,147,7.0,6.489795918367348,Australia
DE Burgess,67,44,1.0,9.136363636363637,Samoa
DE Martel,50,54,2.0,5.555555555555555,Guernsey
DE Roache,23,21,3.0,6.571428571428572,Samoa
DEM Carter,136,109,1.0,7.486238532110092,Scotland
DF Jacobs,13,24,4.0,3.25,Thailand
DG Blampied,216,173,6.0,7.491329479768787,Jersey
DG Weakley,147,87,5.0,10.137931034482758,Bahamas
DGAPD Wiswi,82,86,7.0,5.72093023255814,Indonesia
DI Dusabemungu,7,6,0.0,7.0,Rwanda
DJ Bravo,1297,967,61.0,8.04756980351603,West Indies
DJ Hawoe,1035,947,52.0,6.557550158394932,Indonesia
DJ Hooda,35,48,2.0,4.375,India
DJ Hussey,225,192,9.0,7.03125,Australia
DJ Mitchell,62,33,3.0,11.272727272727272,New Zealand
DJ Mokoatsela,23,20,0.0,6.9,Lesotho
DJ Turkich,33,48,2.0,4.125,Croatia
DJ Willey,513,404,18.0,7.618811881188119,England
DJG Sammy,504,412,24.0,7.339805825242718,West Indies
DJM Short,132,103,4.0,7.689320388349515,Australia
DJS Dottin,522,462,34.0,6.779220779220779,West Indies
DK Anefie,195,210,11.0,5.571428571428571,Ghana
DK Dahyabhai Ahir,34,48,1.0,4.25,Panama
DK Mathias,67,57,2.0,7.052631578947369,Bahrain
DK Pallekonda,150,91,5.0,9.89010989010989,Slovenia
DK Shetty,261,259,16.0,6.046332046332046,Indonesia
DKD Warnakulasuriya,48,56,5.0,5.142857142857142,Italy
DL Brangman,192,253,22.0,4.553359683794466,Bermuda
DL Chahar,419,286,14.0,8.79020979020979,India
DL Graham,71,65,2.0,6.553846153846154,France
DL Maddy,27,18,3.0,9.0,England
DL Vettori,224,265,14.0,5.071698113207548,New Zealand
DLS van Bunge,14,12,1.0,7.0,Netherlands
DM Braat,30,50,1.0,3.6,Netherlands
DM Gondaria,65,62,3.0,6.290322580645161,Kenya
