bowler,runs_conceded,balls_bowled,wickets_taken,economy
Muhammad Fahim,131,112,5.0,7.017857142857143
Muhammad Farooq,156,138,6.0,6.782608695652174
Muhammad Jabir,379,278,14.0,8.179856115107913
Muhammad Jawadullah,443,343,20.0,7.7492711370262395
Muhammad Kashif,36,36,1.0,6.0
Muhammad Moiz,292,206,21.0,8.504854368932039
Muhammad Murad,112,96,7.0,7.0
Muhammad Musa,23,24,0.0,5.75
Muhammad Nadir,690,775,40.0,5.341935483870968
Muhammad Rohid,248,214,14.0,6.953271028037383
Muhammad Saleem,6,13,1.0,2.769230769230769
Muhammad Salman,45,62,3.0,4.35483870967742
Muhammad Saqib,126,69,2.0,10.956521739130434
Muhammad Saqlain,68,54,6.0,7.555555555555555
Muhammad Shoaib Ahmed,33,26,0.0,7.615384615384615
Muhammad Siddiqui,200,159,10.0,7.547169811320755
Muhammad Tahir,9,12,2.0,4.5
Muhammad Tanveer,244,170,5.0,8.611764705882353
Muhammad Usman,104,97,4.0,6.43298969072165
Muhammad Wafiq,413,271,9.0,9.14391143911439
Muhammad Younis,13,7,0.0,11.142857142857142
Muhammad Zaghlool,20,12,0.0,10.0
Muhammad Zohaib,1,6,0.0,1.0
Muhammed Turkmen,60,54,3.0,6.666666666666667
Muhammet Bicer,5,9,0.0,3.3333333333333335
Muhammet Kursat,25,28,3.0,5.357142857142858
Mujeeb-ur-Rehman,203,173,6.0,7.040462427745664
Mukesh Kumar,114,94,4.0,7.276595744680852
Muktar Ali,17,12,0.0,8.5
Murat Ipek,4,8,0.0,3.0
Murat Yilmaz,20,25,0.0,4.800000000000001
Murid Ekrami,92,84,5.0,6.571428571428572
Musaddiq Ahmed,44,37,1.0,7.135135135135135
Musawar Shah,174,140,11.0,7.457142857142857
Muslim Yar,632,588,39.0,6.448979591836736
Mustafa Omer,29,19,0.0,9.157894736842106
Mustafizur Rahman,1785,1460,97.0,7.335616438356164
Mustapha Suwareh,46,16,0.0,17.25
Mustapha Yusuf,83,56,3.0,8.892857142857142
Muzahir Raza,112,97,7.0,6.927835051546391
Myat Thu Aung,18,15,3.0,7.199999999999999
N Advani,49,33,4.0,8.90909090909091
N Ahir,123,71,1.0,10.394366197183098
N Asuramanage,101,74,1.0,8.18918918918919
N Benjamin,143,152,9.0,5.644736842105263
N Bidaisee,62,53,3.0,7.018867924528301
N Boochatham,609,807,53.0,4.5278810408921935
N Burger,132,101,4.0,7.841584158415841
N Caruana,31,64,3.0,2.90625
N Choden,26,45,3.0,3.4666666666666663
N D'souza,12,7,0.0,10.285714285714285
N Davidovic,22,25,3.0,5.28
N Deonarine,17,12,0.0,8.5
N Dutta,193,190,7.0,6.094736842105263
N Gumaliyele,26,32,0.0,4.875
N Gwanzura,182,182,11.0,6.0
N Hirani,22,18,1.0,7.333333333333334
N Ihmeling,11,16,0.0,4.125
N Jagadish,58,67,4.0,5.1940298507462686
N Kayani,26,34,4.0,4.588235294117647
N Khumalo,122,90,3.0,8.133333333333333
N Krishna,205,146,10.0,8.424657534246576
N Liyanage,45,50,3.0,5.4
N M'shangwe,109,84,4.0,7.7857142857142865
N Mabila,308,329,9.0,5.617021276595745
N Madziva,209,150,8.0,8.36
N Magagula,44,31,1.0,8.516129032258064
N Mamba,126,119,4.0,6.352941176470589
N Master,31,25,1.0,7.4399999999999995
N Mlaba,751,723,36.0,6.232365145228217
N Mugabe,14,12,0.0,7.0
N Mutasa,30,44,5.0,4.090909090909091
N Naranbaatar,236,125,2.0,11.328
N Navaika,209,254,20.0,4.937007874015748
N Ndouteng,58,24,2.0,14.5
N Ndzeute,79,61,4.0,7.77049180327869
N Nipiko,315,245,24.0,7.714285714285715
N Niranjana,87,98,4.0,5.326530612244898
N Nojic,125,181,12.0,4.143646408839779
N Nuntarach,119,113,9.0,6.318584070796461
N Pathan,12,6,0.0,12.0
N Peter,218,146,8.0,8.95890410958904
N Pokana,402,301,15.0,8.013289036544851
N Pradeep,192,109,5.0,10.568807339449542
N Robertson-Jack,43,26,1.0,9.923076923076923
N Salekar,135,127,6.0,6.377952755905513
N Senamontree,493,535,36.0,5.528971962616822
N Shangase,143,113,12.0,7.592920353982301
N Shree Charani,138,103,9.0,8.03883495145631
N Sibanda,329,436,26.0,4.527522935779817
N Simelane,50,48,2.0,6.25
N Sitompul,27,49,5.0,3.3061224489795915
N Tanner,194,160,15.0,7.2749999999999995
N Thailappan,40,18,0.0,13.333333333333334
N Thushara,450,328,15.0,8.231707317073171
N Tokizawa,19,27,2.0,4.222222222222222
N Toleva,85,67,0.0,7.611940298507463
N Tyagi,146,114,5.0,7.684210526315789
N Vanua,777,588,35.0,7.928571428571429
N Vare,9,6,1.0,9.0
N Vichara,21,16,0.0,7.875
N Zimonjic,182,116,9.0,9.413793103448276
N de Klerk,662,551,26.0,7.208711433756806
NA Greenwood,166,151,10.0,6.596026490066226
NA Karnik,83,75,6.0,6.640000000000001
NA Maiolo,76,74,3.0,6.162162162162161
NC Monteiro,217,287,15.0,4.536585365853659
NCK Liyanage,21,19,0.0,6.631578947368421
ND Laegsgaard,197,214,20.0,5.5233644859813085
NE Farrant,161,140,7.0,6.8999999999999995
NH Berejo,102,140,11.0,4.371428571428571
NH Ekanayake,60,63,3.0,5.7142857142857135
NJ Amongin,38,56,3.0,4.071428571428571
NJ Astle,51,41,4.0,7.463414634146341
NJ Browne,45,75,5.0,3.5999999999999996
NJ Carey,175,176,10.0,5.965909090909091
NJ Pius,113,133,7.0,5.097744360902256
NJ Qaeze,15,14,2.0,6.428571428571429
NJ Shaw,57,49,2.0,6.979591836734693
NJM Salima,12,21,1.0,3.4285714285714284
NK Aneesh Kumar,346,310,14.0,6.6967741935483875
NK Ariani,167,218,20.0,4.5963302752293576
NK Patel,242,288,22.0,5.041666666666667
NK Tiwari,121,127,8.0,5.716535433070866
NK Yadav,158,126,11.0,7.523809523809524
NKD Murtiari,13,44,3.0,1.772727272727273
NKDP Putri,9,44,3.0,1.2272727272727273
NKF Rada Rani,39,50,1.0,4.68
NL McCullum,665,582,27.0,6.855670103092783
NL Ujawe,40,25,1.0,9.600000000000001
NLKWR Dewi,247,363,26.0,4.082644628099174
NLTC Perera,955,627,31.0,9.138755980861244
NM Ambo,65,108,7.0,3.611111111111111
NM Carter,38,24,0.0,9.5
NM Cherriath,42,30,2.0,8.399999999999999
NM Coulter-Nile,562,422,24.0,7.990521327014219
NM Lyon,48,33,1.0,8.727272727272727
NM Meepage,65,42,2.0,9.285714285714286
NM Mokhachane,248,230,11.0,6.469565217391304
NM Odhiambo,298,203,13.0,8.807881773399014
NM Salonen,169,139,13.0,7.294964028776978
NM Sheikh,11,13,0.0,5.076923076923077
NMP Suwandewi,217,308,14.0,4.2272727272727275
NMS Param,44,37,2.0,7.135135135135135
NN Banner,176,149,11.0,7.087248322147651
NN Odhiambo,302,200,14.0,9.06
NN Saidi,247,319,18.0,4.64576802507837
NND de Silva,69,63,3.0,6.571428571428572
NO Miller,110,103,9.0,6.407766990291262
NO Tindo,25,18,1.0,8.333333333333332
NP Dalgaard,89,158,8.0,3.379746835443038
NP Kenjige,339,272,13.0,7.477941176470589
NR Johns-Wickberg,200,219,12.0,5.47945205479452
NR Kirton,50,24,1.0,12.5
NR Kumar,80,90,4.0,5.333333333333333
NR Sciver,710,699,45.0,6.094420600858369
NR Sciver-Brunt,264,219,8.0,7.232876712328767
NS Dhaliwal,4,6,0.0,4.0
NSK Mehta,41,50,2.0,4.92
NT Ellis,668,531,45.0,7.548022598870057
NT Gireesh,137,116,6.0,7.086206896551724
NT Rajendran,55,49,2.0,6.73469387755102
NW Bracken,215,180,13.0,7.166666666666666
NW Sariani,243,407,26.0,3.5823095823095823
Nabaa Naseem,110,75,5.0,8.799999999999999
Nadeem Ahmed,237,229,18.0,6.209606986899564
Nadeem Khan,96,120,9.0,4.800000000000001
Naeem Islam,93,67,3.0,8.328358208955224
Nahida Akter,1006,1016,69.0,5.940944881889764
Naina Saju,110,126,6.0,5.238095238095238
Najeeb Amar,30,18,1.0,10.0
Najjam Shahzad,252,223,12.0,6.780269058295964
Najwa Akram,59,38,1.0,9.31578947368421
Namgay Thinley,394,339,11.0,6.973451327433628
Nanthita Boonsukham,44,40,0.0,6.6000000000000005
Nary Thapa,30,71,12.0,2.535211267605634
Naseem Khan,25,24,1.0,6.25
Naseem Shah,532,399,19.0,8.0
Nashra Sandhu,711,722,34.0,5.908587257617729
Nasir Hossain,161,122,5.0,7.918032786885246
Nasrulla Rana,362,264,11.0,8.227272727272727
Nasum Ahmed,578,453,19.0,7.655629139072849
Natalia Pervaiz,39,38,2.0,6.157894736842106
Natalie Clarke,35,41,0.0,5.121951219512195
Natim Hassam,58,49,2.0,7.1020408163265305
Navdeep Saini,106,99,8.0,6.424242424242424
Naved-ul-Hasan,53,49,3.0,6.4897959183673475
Naveed Ahmed,388,306,13.0,7.607843137254902
Naveed Fakhr,32,25,1.0,7.68
Naveed Shahid,68,62,3.0,6.580645161290322
Nawaf Ahmed,78,57,2.0,8.210526315789474
Nayab Razwan,11,21,3.0,3.1428571428571432
Nazmul Hossain,23,12,0.0,11.5
Nazmul Hossain Shanto,9,6,0.0,9.0
Nazmul Huda,53,38,2.0,8.368421052631579
Nazmul Islam,75,61,0.0,7.3770491803278695
Nazril Rahman,134,82,3.0,9.804878048780488
Nazwan Ismail,143,85,5.0,10.094117647058823
Neeraj Mishra,151,100,2.0,9.06
Ngawang Thinley,111,80,8.0,8.325
Niaz Ali,32,23,0.0,8.347826086956522
Nida Dar,1456,1431,80.0,6.10482180293501
Nik Nur Atiela,166,186,14.0,5.354838709677419
Nilansh Keswani,97,111,6.0,5.243243243243243
Nimish Lathief,162,128,6.0,7.59375
Nisha Ali,37,42,1.0,5.285714285714286
Nithish Kumar Reddy,17,13,0.0,7.846153846153847
Niv Nagavkar,108,99,4.0,6.545454545454545
Nizakat Khan,100,112,7.0,5.357142857142858
Noah Mead,89,63,4.0,8.476190476190476
Noman Amjad,276,214,7.0,7.738317757009345
Nonoha Yasumoto,113,178,9.0,3.808988764044944
Noor Hayati Zakaria,121,108,1.0,6.722222222222223
Noorkhan Ahmedi,13,13,1.0,6.0
Nooruddin Mujadady,118,70,3.0,10.114285714285714
Nouman Sarwar,124,81,7.0,9.185185185185185
Ntombizonke MKhatshwa,195,186,12.0,6.290322580645161
Nur Arianna Natsya,322,327,14.0,5.908256880733945
Nur Dania Syuhada,346,380,18.0,5.463157894736843
Nur Izzatul Syafiqa,11,8,0.0,8.25
Nur Nadihirah,84,96,3.0,5.25
Nyeing Cham Soe,187,107,8.0,10.485981308411215
O Amarjargal,111,120,4.0,5.550000000000001
O Bastin,71,86,3.0,4.953488372093023
O Bell,152,155,8.0,5.883870967741935
O Casasola,15,12,0.0,7.5
O Duff,17,11,0.0,9.272727272727273
O Erdenebaatar,145,136,2.0,6.397058823529411
O Gholami,73,74,3.0,5.918918918918919
O Isesele,45,20,1.0,13.5
O Isiyaku,57,45,4.0,7.6
O Kamchomphu,563,744,45.0,4.540322580645161
O Keitsemang,156,150,6.0,6.24
O Lefaga,106,176,14.0,3.6136363636363638
O Lutbayar,333,197,5.0,10.142131979695431
O Matsolo,185,162,8.0,6.851851851851851
O Mondlane,69,81,3.0,5.111111111111111
O Muzondo,41,62,4.0,3.967741935483871
O Omonkhobio,19,24,1.0,4.75
O Prendergast,533,557,26.0,5.741472172351886
O Ranedoumoun,126,162,7.0,4.666666666666667
O Sam Arthur,29,32,2.0,5.4375
O Thomas,348,234,9.0,8.923076923076923
O Touray,31,12,1.0,15.5
OC McCoy,869,611,38.0,8.53355155482815
OD Hald,150,133,5.0,6.766917293233083
OE Taylor,234,202,22.0,6.95049504950495
OEG Baartman,205,171,14.0,7.192982456140351
OF Smith,467,308,22.0,9.097402597402597
OGL Bascome,90,82,8.0,6.585365853658537
OH Agbomadzie,364,398,29.0,5.4874371859296485
OJ Webster,64,49,3.0,7.836734693877551
OJR Groves,23,8,0.0,17.25
OP Stone,36,25,0.0,8.64
OS Dlamini,42,31,1.0,8.129032258064516
OT Wallerson,37,51,2.0,4.352941176470588
OU Ranasinghe,437,362,25.0,7.2430939226519335
Obed Yosef,39,26,0.0,9.0
Oliver Rowe,7,14,1.0,3.0
Omar Hayat,47,36,4.0,7.833333333333334
Omar Rassol,160,96,4.0,10.0
Omid Shafi Rahman,67,69,5.0,5.826086956521739
Osama Mahmood,73,74,1.0,5.918918918918919
Owais Ahmed,125,134,6.0,5.597014925373134
P Agboya,122,200,14.0,3.66
P Agrawal,85,117,6.0,4.358974358974359
P Aho,579,534,34.0,6.5056179775280905
P Alako,31,37,2.0,5.027027027027027
P Arrighi,75,49,3.0,9.183673469387754
P Awana,29,12,0.0,14.5
P Bhandari,92,108,5.0,5.111111111111111
P Bhart,51,48,3.0,6.375
P Buccimazza,44,44,3.0,6.0
P Cabebula,71,67,5.0,6.35820895522388
P Chilongia,64,99,9.0,3.878787878787879
P Cuinica,114,113,4.0,6.053097345132743
P Dakainivanua,89,72,2.0,7.416666666666667
P Desungnoen,41,31,0.0,7.935483870967742
P Florin,66,62,6.0,6.387096774193548
P Gheewala,258,205,13.0,7.5512195121951216
P Gundecha,23,15,1.0,9.200000000000001
P Hingorani,33,26,1.0,7.615384615384615
P Jayawickrama,87,60,2.0,8.7
P Jayeshbhai Patel,12,25,0.0,2.88
P Kaveao,62,69,2.0,5.391304347826087
P Kerai,60,36,0.0,10.0
P Khadka,175,136,4.0,7.720588235294118
P Koech,431,358,23.0,7.223463687150838
P Kotoisuva,68,45,3.0,9.066666666666666
P Kumar,78,50,2.0,9.36
P Kumbhare,24,48,4.0,3.0
P Malav,354,287,20.0,7.400696864111499
P Malemikia,120,181,7.0,3.9779005524861875
P Manning,54,39,4.0,8.307692307692307
P Mapotsane,167,177,11.0,5.661016949152542
P Marange,354,432,25.0,4.916666666666666
P Masih,18,25,2.0,4.32
P Maya,372,438,29.0,5.095890410958904
P Maziya,103,91,4.0,6.791208791208791
P Mishra,674,540,26.0,7.488888888888889
P Modimo,58,53,3.0,6.566037735849056
P Molkenboer,93,131,7.0,4.259541984732824
P Munorwei,16,14,0.0,6.857142857142857
P Murungi,29,12,0.0,14.5
P Nedeljkovic,115,96,4.0,7.1875
P Negi,16,18,2.0,5.333333333333333
P Neighbour,45,35,0.0,7.714285714285715
P Pirabakaran,11,6,2.0,11.0
P Pratt,69,82,6.0,5.048780487804878
P Pushparajan,61,42,1.0,8.714285714285714
P Pustoslemsek,57,52,2.0,6.5769230769230775
P Raghunath,18,16,0.0,6.75
P Raho,11,12,3.0,5.5
P Roy,24,18,1.0,8.0
P Sabu,50,67,5.0,4.477611940298508
P Sarraf,58,48,0.0,7.25
P Senjug,28,25,1.0,6.720000000000001
P Sharma,86,80,3.0,6.449999999999999
P Shetty,328,314,8.0,6.267515923566879
P Siaka,149,199,10.0,4.492462311557789
P Silas,21,6,0.0,21.0
P Taylor,49,49,3.0,6.0
P Thongsa,98,78,8.0,7.538461538461538
P Timong,13,16,0.0,4.875
P Useni,436,383,21.0,6.830287206266318
P Utseya,464,388,14.0,7.175257731958762
P Vastrakar,717,659,40.0,6.528072837632776
P Vekaria,78,64,3.0,7.3125
PA Chatterji,360,473,20.0,4.5665961945031714
PA Hitchcock,43,19,2.0,13.578947368421051
PA Wadenpohl,48,27,0.0,10.666666666666666
PA van Meekeren,1001,849,41.0,7.074204946996466
PADLR Sandakan,327,251,17.0,7.816733067729084
PC Connell,32,30,2.0,6.4
PC McGeown,39,38,2.0,6.157894736842106
PC de Silva,30,12,0.0,15.0
PD Blignaut,46,36,1.0,7.666666666666666
PD Collingwood,224,159,11.0,8.452830188679245
PD Hennessy,15,12,1.0,7.5
PE Kruger,124,86,9.0,8.651162790697674
PE Kulume,177,229,15.0,4.637554585152839
PE Mendonca,271,289,15.0,5.626297577854672
PF Gallagher,179,195,10.0,5.507692307692308
PG Raut,17,18,0.0,5.666666666666666
PHKD Mendis,108,78,1.0,8.307692307692307
PJ Cummins,1037,836,42.0,7.442583732057416
PJ Ongondo,53,25,0.0,12.72
PK Dimitri,89,55,1.0,9.709090909090909
PK Matautaava,176,190,14.0,5.557894736842105
PK Mohanarangam,55,96,12.0,3.4375
PKD Chase,135,80,5.0,10.125
PKM Mahawattage,39,43,0.0,5.441860465116279
PL Mommsen,51,53,1.0,5.773584905660377
PM Liyanagamage,58,38,4.0,9.157894736842106
PM Seelaar,483,367,14.0,7.896457765667575
PP Chawla,38,42,1.0,5.428571428571429
PP Ojha,85,85,6.0,6.0
PR Brown,101,60,2.0,10.1
PR Stirling,347,336,15.0,6.196428571428572
PR Surve,143,97,2.0,8.845360824742269
PRCS Kumarihami,51,49,3.0,6.244897959183674
PRP Boissevain,76,49,3.0,9.306122448979592
PSRK Sudarshan,236,173,8.0,8.184971098265896
PV Naringrekar,13,12,0.0,6.5
PV Vuniwaqa,50,33,2.0,9.09090909090909
PVD Chameera,1004,768,44.0,7.84375
PW Borren,281,218,5.0,7.7339449541284395
PWA Mulder,109,60,4.0,10.9
PWH de Silva,1027,868,66.0,7.099078341013824
PY Lavine,18,12,0.0,9.0
PZ Kamunya,290,417,28.0,4.172661870503597
Paing Danu,151,127,5.0,7.133858267716536
Pan Ei Phyu,53,62,1.0,5.129032258064516
Panna Ghosh,215,229,11.0,5.633187772925764
Paras Singh,28,25,1.0,6.720000000000001
Pargat Singh,42,19,0.0,13.263157894736842
Parveen Kumar,120,116,6.0,6.206896551724139
Parvindar Kumar,102,80,3.0,7.6499999999999995
Pavandeep Singh,728,806,44.0,5.419354838709677
Pech Pisa,6,9,0.0,4.0
Pen Samon,19,12,0.0,9.5
Phoup Srey Pheak,86,90,3.0,5.733333333333333
Pooja Kumari,17,25,2.0,4.08
Poonam Yadav,607,602,28.0,6.0498338870431905
Poorvaja Jagdeesha,35,23,0.0,9.130434782608695
Prachi Kumari,132,128,4.0,6.1875
Prajna Jagdeesha,29,21,1.0,8.285714285714285
Prasad Anish,15,6,0.0,15.0
Prashant Shukla,41,63,6.0,3.904761904761905
Pratik Singh Bais,138,180,12.0,4.6000000000000005
Pratis GC,150,117,5.0,7.692307692307693
Praveen Santhanakrishnan,5,9,0.0,3.3333333333333335
Priyada Murali,373,403,19.0,5.553349875930521
Puja Mahato,392,457,23.0,5.146608315098469
Purvi Kumari,14,8,0.0,10.5
Pyae Phyo Wai,269,213,12.0,7.577464788732394
Q Abel,327,441,34.0,4.448979591836735
Q Joseph,136,145,5.0,5.627586206896551
Qadeer Ahmed,126,100,4.0,7.5600000000000005
Qamar Mushtaque,271,259,26.0,6.277992277992277
Qanita Jalil,188,194,4.0,5.814432989690721
Qasim Anwar,49,54,3.0,5.444444444444445
Qudratullah Mir Afzail,48,60,1.0,4.800000000000001
R Abdulkareem,355,325,20.0,6.553846153846154
R Abdulrasak,51,80,6.0,3.8249999999999997
R Agamiire,1,12,1.0,0.5
R Airee,95,103,8.0,5.533980582524272
R Andrew,210,246,18.0,5.121951219512195
R Ankad,87,107,7.0,4.878504672897196
R Ashwin,828,732,33.0,6.786885245901638
R Athapaththu,60,52,5.0,6.9230769230769225
R Avdylaj,81,59,1.0,8.23728813559322
R Avery,165,149,8.0,6.644295302013424
R Baaleri,71,54,4.0,7.888888888888889
R Bakum,145,107,12.0,8.130841121495328
R Baruah,78,58,4.0,8.068965517241379
R Brar,45,26,0.0,10.384615384615385
R Castillo,133,121,7.0,6.595041322314049
R Chaudhary,139,195,6.0,4.276923076923077
R Choden,68,97,8.0,4.2061855670103085
R Coker,376,371,11.0,6.080862533692722
R Cunningham,34,17,1.0,12.0
R Dhakal,106,80,2.0,7.949999999999999
R Dhami,10,8,0.0,7.5
R Dhar,58,44,1.0,7.909090909090908
R Dhawan,42,25,1.0,10.08
R Dhiman,71,61,4.0,6.983606557377049
R Dianish,15,12,1.0,7.5
R Drake,68,45,1.0,9.066666666666666
R Edwards,60,51,4.0,7.0588235294117645
R Endo,13,9,0.0,8.666666666666666
R Francis,36,25,0.0,8.64
R Frylinck,21,24,2.0,5.25
R Galgalikar,9,18,3.0,3.0
R Goodwin,21,14,0.0,9.0
R Haiong,49,48,1.0,6.125
R Hashu,157,138,18.0,6.826086956521738
R Hekure,299,246,10.0,7.292682926829268
R Hubbard,51,44,1.0,6.954545454545455
R Immadi,231,249,8.0,5.566265060240964
R Johnson,16,15,2.0,6.4
R Jones,19,12,0.0,9.5
R Kalimuthu,302,211,17.0,8.587677725118482
R Kanai,15,7,0.0,12.857142857142858
R Kanoh,58,82,2.0,4.2439024390243905
R Kassim,8,12,1.0,4.0
R Khasana,68,50,2.0,8.16
R Khullar,67,65,3.0,6.184615384615384
R Klein,18,12,1.0,9.0
R Kumar,78,58,2.0,8.068965517241379
R Limema,244,211,8.0,6.938388625592417
R Mahajan,76,49,1.0,9.306122448979592
R Malhotra,29,37,4.0,4.702702702702703
R Mangal,115,113,7.0,6.106194690265487
R McLaren,159,119,6.0,8.016806722689076
R Misra,7,7,0.0,6.0
R Mondol,21,12,0.0,10.5
R Muriyalo,22,27,0.0,4.888888888888888
R Musamali,280,252,6.0,6.666666666666667
R Nehonde,162,134,7.0,7.253731343283581
R Ngarava,963,769,50.0,7.513654096228868
R Nil,52,43,1.0,7.255813953488372
R Ntozakhe,107,72,1.0,8.916666666666668
R Oa,173,223,17.0,4.654708520179373
R Olipa,8,7,0.0,6.857142857142857
R Ova,95,160,10.0,3.5625
R Padunglerd,145,154,6.0,5.64935064935065
R Panchal,91,103,2.0,5.300970873786408
R Parag,30,24,0.0,7.5
R Parkin,35,28,0.0,7.5
R Pavlickova,119,125,1.0,5.712
R Powell,109,61,1.0,10.721311475409836
R Rampaul,216,145,2.0,8.937931034482759
R Ravindra,200,160,10.0,7.5
R Rijke,223,309,30.0,4.330097087378641
R Rohmalia,9,23,0.0,2.347826086956522
R Sai Kishore,12,26,3.0,2.769230769230769
R Sakurano-Thomas,114,105,10.0,6.514285714285714
R Samson,260,316,17.0,4.936708860759494
R Sandeep,43,64,3.0,4.03125
R Satheesan,135,117,6.0,6.9230769230769225
R Sewwandi,71,42,2.0,10.142857142857142
R Sharma,87,58,5.0,9.0
R Shepherd,1158,735,49.0,9.453061224489796
R Sheshadri,20,18,1.0,6.666666666666667
R Shimwamana,134,270,14.0,2.977777777777778
R Siriwardena,104,85,8.0,7.341176470588236
R Siwa,13,15,1.0,5.2
R Slater,349,314,16.0,6.668789808917198
R Smith,90,78,5.0,6.9230769230769225
R Sutton,6,10,1.0,3.5999999999999996
R Thapliyal,39,25,2.0,9.36
R Trumpelmann,584,475,34.0,7.376842105263158
R Vinay Kumar,167,136,9.0,7.36764705882353
RA Abolarin,86,77,4.0,6.7012987012987
RA Jadeja,860,730,34.0,7.068493150684931
RA Lewis,32,25,1.0,7.68
RA Mair,366,343,18.0,6.402332361516035
RA Tappin,19,16,0.0,7.125
RAJ Smith,31,18,0.0,10.333333333333334
RAS Lakmal,206,125,5.0,9.888
RC Belbashi,436,589,23.0,4.441426146010187
RD Atangana,63,82,5.0,4.609756097560975
RD Berrington,318,250,8.0,7.632
RD Chahar,59,43,1.0,8.232558139534884
RD Pangestuti,50,61,1.0,4.918032786885246
RD de Sousa,98,160,7.0,3.6750000000000003
RDB Ahir,131,87,3.0,9.03448275862069
RE Francis,30,32,0.0,5.625
RE van der Merwe,587,546,31.0,6.450549450549451
RG Aga,56,70,6.0,4.800000000000001
RG Mukasa,41,42,0.0,5.857142857142857
RG Sharma,55,38,1.0,8.68421052631579
RG Somashekhar,22,31,1.0,4.258064516129032
RH Candy,14,27,1.0,3.1111111111111107
RJ Akram,11,12,0.0,5.5
RJ Campbell,26,25,1.0,6.24
RJ Gleeson,105,82,5.0,7.682926829268293
RJ Harris,67,50,3.0,8.040000000000001
RJ Hatchman,208,104,4.0,12.0
RJ Nicol,80,69,4.0,6.9565217391304355
RJ Peterson,161,147,11.0,6.571428571428572
RJ Pierre,89,51,0.0,10.470588235294118
RJ Sidebottom,296,239,14.0,7.430962343096233
RJ Trott,177,169,12.0,6.284023668639053
RJG Palmer,58,61,2.0,5.704918032786885
RJW Topley,519,354,8.0,8.796610169491526
RK Kiseto,68,56,3.0,7.285714285714285
RK Kleinveldt,94,70,7.0,8.057142857142857
RK Parwin,38,50,4.0,4.5600000000000005
RK Paudel,112,97,6.0,6.927835051546391
RK Raval,9,10,0.0,5.4
RK Willis,15,12,0.0,7.5
RL Blake,26,25,1.0,6.24
RL Chase,445,407,20.0,6.560196560196561
RL D'Souza,49,41,0.0,7.170731707317072
RL Grundy,163,185,10.0,5.286486486486487
RL Haynes,28,18,0.0,9.333333333333334
RLB Rambukwella,19,24,1.0,4.75
RM D'Souza,15,8,0.0,11.25
RM Dorji,283,220,14.0,7.718181818181819
RM Farrell,286,297,19.0,5.777777777777778
RM Haq,154,144,12.0,6.416666666666666
RM Hira,236,182,8.0,7.780219780219781
RM Koda,738,697,35.0,6.352941176470589
RM Magare,88,78,2.0,6.769230769230769
RM West,125,93,2.0,8.064516129032258
RMAM Avery,109,125,11.0,5.232
RML Taylor,66,55,3.0,7.199999999999999
RMS Eranga,58,45,3.0,7.733333333333334
RN Patel,46,36,3.0,7.666666666666666
RN ten Doeschate,163,131,10.0,7.465648854961832
RO Mazumba,29,29,1.0,6.0
ROC Dunka,345,259,9.0,7.992277992277993
RP Burl,607,484,22.0,7.524793388429753
RP Meredith,36,24,1.0,9.0
RP Mitchell,82,55,3.0,8.945454545454545
RP Singh,269,246,20.0,6.560975609756097
RP Yadav,1047,904,59.0,6.949115044247788
RR Behera,5,6,0.0,5.0
RR Emrit,133,73,4.0,10.931506849315069
RR Hendricks,12,6,0.0,12.0
RR Joshi,117,74,3.0,9.486486486486488
RR Patel,408,408,26.0,6.0
RR Saun,18,13,0.0,8.307692307692307
RR Seth,114,134,8.0,5.104477611940299
RR Sharan,158,135,5.0,7.022222222222222
RR Simmonds,40,32,4.0,7.5
RR Watson,55,37,2.0,8.91891891891892
RS Bopara,241,205,13.0,7.053658536585365
RS Gayakwad,535,480,25.0,6.6875
RS Glen,28,18,0.0,9.333333333333334
RS Quyn,139,123,4.0,6.7804878048780495
RS Williams,18,13,1.0,8.307692307692307
RSK Samson,14,12,2.0,7.0
RSM Lili'i,28,40,4.0,4.199999999999999
RT Lyons,28,24,2.0,7.0
RTM Mendis,48,46,2.0,6.260869565217391
RV Auora,50,38,0.0,7.894736842105264
RV Hawkins,74,100,4.0,4.4399999999999995
RV Nascimento,40,33,1.0,7.272727272727273
RV Scholes,46,73,4.0,3.780821917808219
RV Viraj,32,12,2.0,16.0
RW Price,131,105,5.0,7.485714285714286
Raag Kapur,44,37,2.0,7.135135135135135
Raaz Mohammad,226,184,8.0,7.369565217391304
Rabbjyot Rajput,68,74,3.0,5.513513513513514
Rabeya Khan,340,393,29.0,5.190839694656488
Rabia Mushtaq,74,66,5.0,6.727272727272727
Rabia Sahan,24,33,2.0,4.363636363636363
Rachel Delaney,47,45,3.0,6.2666666666666675
Rafaqat Ali,25,9,0.0,16.666666666666664
Rafiullah,230,152,2.0,9.078947368421051
Ragne Hallik,140,141,5.0,5.957446808510638
Rahat Ali,79,58,1.0,8.172413793103448
Rahat Kazi,42,40,0.0,6.300000000000001
Rahim Khan,32,30,0.0,6.4
Rahman Ademi,37,33,1.0,6.727272727272727
Rahmatullah Mangal,198,201,19.0,5.91044776119403
Raihan Hossain,55,38,1.0,8.68421052631579
Raja Adeel,403,390,26.0,6.200000000000001
Rakibul Hasan,75,72,5.0,6.25
Ram Krishan,16,6,0.0,16.0
Ramanjot Singh,24,12,0.0,12.0
Rameen Shamim,145,133,4.0,6.541353383458647
Rameesha Shahid,147,114,4.0,7.7368421052631575
Rameez Khan,68,58,1.0,7.034482758620689
