batter,total_runs,balls_faced,times_out,strike_rate,average,team
Muhammed Manga,145,185,6.0,78.37837837837837,24.166666666666668,Gambia
Muhammed Turkmen,23,13,1.0,176.9230769230769,23.0,Turkey
Muhammet Bicer,0,4,2.0,0.0,0.0,Turkey
Muhammet Kursat,0,8,0.0,0.0,0.0,Turkey
Mujeeb-ur-Rehman,70,65,4.0,107.6923076923077,17.5,Qatar
Mujibur Ali,26,35,3.0,74.28571428571429,8.666666666666666,Oman
Mukesh Kumar,4,1,0.0,400.0,4.0,India
Mukhtar Ahmed,43,48,3.0,89.58333333333334,14.333333333333334,Pakistan
Mukhtar Ghulami,197,199,13.0,98.99497487437183,15.153846153846152,France
Muneeba Ali,793,811,33.0,97.78051787916154,24.03030303030303,Pakistan
Munim Shahriar,2,3,1.0,66.66666666666666,2.0,Bangladesh
Murat Ipek,0,1,1.0,0.0,0.0,Turkey
Murat Yilmaz,15,35,4.0,42.85714285714285,3.75,Turkey
Murid Ekrami,61,68,7.0,89.70588235294117,8.714285714285714,Belgium
Murshida Khatun,572,623,20.0,91.81380417335474,28.6,Bangladesh
Musa Shaheen,129,134,8.0,96.26865671641792,16.125,Denmark
Musaddiq Ahmed,168,95,4.0,176.8421052631579,42.0,Germany
Musawar Shah,1,1,0.0,100.0,1.0,Qatar
Musfirah Nur Ainaa,0,3,1.0,0.0,0.0,Malaysia
Mushfiqur Rahim,542,496,35.0,109.2741935483871,15.485714285714286,Bangladesh
Muskan Naseeb,0,5,2.0,0.0,0.0,Spain
Muslim Yar,77,74,8.0,104.05405405405406,9.625,Germany
Mustafa Balkis,0,3,1.0,0.0,0.0,Turkey
Mustafa Omer,37,52,4.0,71.15384615384616,9.25,France
Mustafizur Rahman,21,50,8.0,42.0,2.625,Bangladesh
Mustapha Suwareh,10,26,4.0,38.46153846153847,2.5,Gambia
Mustapha Yusuf,16,18,2.0,88.88888888888889,8.0,Nigeria
Mutaiba Ansar,1,7,1.0,14.285714285714285,1.0,Norway
Muzahir Raza,13,7,0.0,185.7142857142857,13.0,Oman
Muzammil Shahzad,1,6,1.0,16.666666666666664,1.0,Philippines
Myat Thu Aung,25,53,2.0,47.16981132075472,12.5,Myanmar
N Acawei,23,22,2.0,104.54545454545456,11.5,Fiji
N Advani,2,9,2.0,22.22222222222222,1.0,Gibraltar
N Ahir,51,72,2.0,70.83333333333334,25.5,Panama
N Asuramanage,5,5,1.0,100.0,5.0,Italy
N Benjamin,35,42,1.0,83.33333333333334,35.0,Namibia
N Boochatham,588,720,44.0,81.66666666666667,13.363636363636363,Thailand
N Burger,9,18,2.0,50.0,4.5,South Africa
N Caruana,171,298,6.0,57.38255033557047,28.5,Gibraltar
N Chaihan,6,10,2.0,60.0,3.0,Thailand
N Chaiwai,860,1023,39.0,84.06647116324535,22.05128205128205,Thailand
N Chantam,963,985,38.0,97.76649746192894,25.34210526315789,Thailand
N Chejay,72,91,5.0,79.12087912087912,14.4,Bhutan
N Choden,230,403,18.0,57.07196029776674,12.77777777777778,Bhutan
N D'souza,17,38,4.0,44.73684210526316,4.25,United Arab Emirates
N Davidovic,16,7,1.0,228.57142857142856,16.0,Croatia
N Davin,429,335,18.0,128.05970149253733,23.83333333333333,Namibia
N Deonarine,52,50,2.0,104.0,26.0,West Indies
N Dickwella,160,137,11.0,116.7883211678832,14.545454545454543,Sri Lanka
N Dutta,24,13,3.0,184.6153846153846,8.0,Canada
N Gallagher,12,25,1.0,48.0,12.0,Canada
N Gnanapragasam,0,3,1.0,0.0,0.0,Seychelles
N Gocheva,0,3,1.0,0.0,0.0,Bulgaria
N Greig,0,1,1.0,0.0,0.0,Jersey
N Gumaliyele,4,10,1.0,40.0,4.0,Malawi
N Gwanzura,37,53,8.0,69.81132075471697,4.625,Zimbabwe
N Gwebu,10,21,3.0,47.61904761904761,3.333333333333333,Eswatini
N Hirani,19,11,1.0,172.72727272727272,19.0,Kenya
N Ila,3,3,0.0,100.0,3.0,Papua New Guinea
N Jagadish,6,13,1.0,46.15384615384615,6.0,Oman
N Joshi,83,100,6.0,83.0,13.833333333333334,Oman
N Kakor,1,1,0.0,100.0,1.0,Vanuatu
N Katechis,3,7,0.0,42.85714285714285,3.0,Greece
N Khanna,119,91,5.0,130.76923076923077,23.8,Malta
N Khumalo,0,1,1.0,0.0,0.0,Eswatini
N Kingsley,110,100,8.0,110.0,13.75,Germany
N Knights,52,69,7.0,75.36231884057972,7.428571428571429,Isle of Man
N Koncharoenkai,1205,1232,42.0,97.80844155844156,28.69047619047619,Thailand
N Krishna,15,21,2.0,71.42857142857143,7.5,Seychelles
N Kuruppu,10,23,2.0,43.47826086956522,5.0,Romania
N Laguea,27,32,2.0,84.375,13.5,Gibraltar
N Liyanage,9,16,1.0,56.25,9.0,Cyprus
N M'shangwe,5,3,0.0,166.66666666666669,5.0,Zimbabwe
N Mabila,2,18,3.0,11.11111111111111,0.6666666666666666,Eswatini
N Madziva,7,10,2.0,70.0,3.5,Zimbabwe
N Mamba,2,7,1.0,28.57142857142857,2.0,Eswatini
N Mapunda,15,21,1.0,71.42857142857143,15.0,Tanzania
N Master,21,17,1.0,123.52941176470588,21.0,Botswana
N Mlaba,5,16,2.0,31.25,2.5,South Africa
N Mugabe,144,138,5.0,104.34782608695652,28.8,Kenya
N Nankov,1,6,1.0,16.666666666666664,1.0,Bulgaria
N Naranbaatar,0,12,1.0,0.0,0.0,Mongolia
N Navaika,195,277,11.0,70.3971119133574,17.727272727272727,Vanuatu
N Ndouteng,0,1,0.0,0.0,0.0,Cameroon
N Nipiko,317,317,16.0,100.0,19.8125,Vanuatu
N Niranjana,27,26,4.0,103.84615384615384,6.75,India
N Nojic,7,10,2.0,70.0,3.5,Serbia
N Nuntarach,96,175,13.0,54.85714285714286,7.384615384615385,Thailand
N Pathan,95,89,5.0,106.74157303370788,19.0,Thailand
N Patron Fuentes,8,9,2.0,88.88888888888889,4.0,Argentina
N Peter,10,12,1.0,83.33333333333334,10.0,South Africa
N Pokana,12,20,0.0,60.0,12.0,Papua New Guinea
N Pooran,999,804,41.0,124.2537313432836,24.365853658536587,West Indies
N Pradeep,2,4,1.0,50.0,2.0,Sri Lanka
N Rana,15,30,2.0,50.0,7.5,India
N Salekar,86,91,5.0,94.5054945054945,17.2,Thailand
N Senamontree,83,146,11.0,56.84931506849316,7.545454545454546,Thailand
N Shangase,87,107,4.0,81.30841121495327,21.75,South Africa
N Sharma,24,49,3.0,48.97959183673469,8.0,United Arab Emirates
N Sibanda,2,12,1.0,16.666666666666664,2.0,Zimbabwe
N Squire,0,11,0.0,0.0,0.0,Sierra Leone
N Tanner,158,187,8.0,84.49197860962568,19.75,Philippines
N Thekiso,7,27,2.0,25.925925925925924,3.5,Lesotho
N Thushara,2,12,0.0,16.666666666666664,2.0,Sri Lanka
N Tokizawa,8,22,1.0,36.36363636363637,8.0,Japan
N Toleva,6,73,4.0,8.21917808219178,1.5,Bulgaria
N Traore,0,6,0.0,0.0,0.0,Mali
N Tsiame,1,4,1.0,25.0,1.0,Lesotho
N Tyagi,3,9,1.0,33.33333333333333,3.0,Czech Republic
N Tykhonravova,1,4,1.0,25.0,1.0,Estonia
N Vanua,169,174,12.0,97.1264367816092,14.083333333333334,Papua New Guinea
N Vare,396,538,19.0,73.60594795539033,20.84210526315789,Papua New Guinea
N Wijesekera,43,53,4.0,81.13207547169812,10.75,Austria
N Zholudz,3,9,2.0,33.33333333333333,1.5,Estonia
N Zimonjic,36,46,8.0,78.26086956521739,4.5,Serbia
N de Klerk,431,395,16.0,109.11392405063292,26.9375,South Africa
NA Greenwood,478,360,16.0,132.77777777777777,29.875,Jersey
NA Janes,9,11,2.0,81.81818181818183,4.5,Thailand
NA Karnik,21,33,1.0,63.63636363636363,21.0,Singapore
NA Maiolo,7,10,1.0,70.0,7.0,Italy
NA Moodley,22,44,2.0,50.0,11.0,South Africa
NA Rock,102,92,9.0,110.86956521739133,11.333333333333334,Ireland
NB Budayair,5,16,2.0,31.25,2.5,Nepal
NB Diom,1,3,1.0,33.33333333333333,1.0,Cameroon
NC Dodd,4,6,1.0,66.66666666666666,4.0,New Zealand
NC Monteiro,29,50,5.0,57.99999999999999,5.8,Brazil
NCK Liyanage,8,8,1.0,100.0,8.0,Malaysia
ND Laegsgaard,350,230,12.0,152.17391304347828,29.166666666666668,Denmark
ND McKenzie,7,8,0.0,87.5,7.0,South Africa
NE Bonner,27,38,2.0,71.05263157894737,13.5,West Indies
NE Farrant,5,14,1.0,35.714285714285715,5.0,England
NFI McCallum,0,1,1.0,0.0,0.0,Scotland
NG Collins,128,162,7.0,79.01234567901234,18.285714285714285,Finland
NG Jones,28,25,1.0,112.0,28.0,Ireland
NH Berejo,143,158,3.0,90.50632911392404,47.66666666666666,Spain
NH Ekanayake,7,13,0.0,53.84615384615385,7.0,Bahamas
NJ Amongin,2,5,1.0,40.0,2.0,Uganda
NJ Astle,19,14,1.0,135.71428571428572,19.0,New Zealand
NJ Browne,95,93,7.0,102.1505376344086,13.571428571428571,New Zealand
NJ Carey,39,51,1.0,76.47058823529412,39.0,Australia
NJ Ferraby,131,128,11.0,102.34375,11.909090909090908,Jersey
NJ Maddinson,34,16,1.0,212.5,34.0,Australia
NJ O'Brien,163,152,8.0,107.23684210526316,20.375,Ireland
NJ Pius,486,605,24.0,80.33057851239668,20.25,Tanzania
NJ Qaeze,0,2,1.0,0.0,0.0,France
NJ Reardon,4,8,1.0,50.0,4.0,Australia
NJM Salima,0,6,2.0,0.0,0.0,Samoa
NK Aneesh Kumar,30,36,2.0,83.33333333333334,15.0,Switzerland
NK Ariani,4,19,2.0,21.052631578947366,2.0,Indonesia
NK Bagenda,61,75,4.0,81.33333333333333,15.25,Uganda
NK Crafton,0,6,1.0,0.0,0.0,West Indies
NK Patel,37,38,4.0,97.36842105263158,9.25,United States of America
NK Tiwari,129,156,8.0,82.6923076923077,16.125,Cyprus
NK Yadav,19,9,1.0,211.11111111111111,19.0,Nepal
NKD Murtiari,14,22,0.0,63.63636363636363,14.0,Indonesia
NKDP Putri,5,3,0.0,166.66666666666669,5.0,Indonesia
NKF Rada Rani,204,253,7.0,80.63241106719367,29.142857142857142,Indonesia
NL Jacinta Si Ping,15,29,5.0,51.72413793103448,3.0,Singapore
NL McCullum,156,163,13.0,95.70552147239265,12.0,New Zealand
NL Mtomba,28,21,3.0,133.33333333333331,9.333333333333334,Zimbabwe
NL Smith,58,85,3.0,68.23529411764706,19.33333333333333,Italy
NL Ujawe,1,1,0.0,100.0,1.0,Slovenia
NLKWR Dewi,474,441,10.0,107.48299319727892,47.4,Indonesia
NLTC Perera,550,383,23.0,143.60313315926894,23.91304347826087,Sri Lanka
NM Anil,85,92,4.0,92.3913043478261,21.25,Oman
NM Cherriath,41,62,2.0,66.12903225806451,20.5,United Arab Emirates
NM Coulter-Nile,53,38,3.0,139.4736842105263,17.666666666666668,Australia
NM Hauritz,6,11,2.0,54.54545454545454,3.0,Australia
NM Mokhachane,0,4,0.0,0.0,0.0,Lesotho
NM Odhiambo,233,183,9.0,127.32240437158472,25.88888888888889,Kenya
NM Salonen,112,113,7.0,99.1150442477876,16.0,Finland
NM Sheikh,6,13,0.0,46.15384615384615,6.0,Scotland
NMP Suwandewi,13,28,1.0,46.42857142857143,13.0,Indonesia
NMS Param,105,91,6.0,115.38461538461536,17.5,Singapore
NN Banner,3,2,1.0,150.0,3.0,Belize
NN Odhiambo,90,103,10.0,87.37864077669903,9.0,Kenya
NN Saidi,132,203,9.0,65.02463054187191,14.666666666666666,Tanzania
NND de Silva,809,816,39.0,99.1421568627451,20.743589743589745,Sri Lanka
NO Miller,12,16,0.0,75.0,12.0,West Indies
NO Tindo,1,1,0.0,100.0,1.0,Tanzania
NP Dalgaard,37,47,4.0,78.72340425531915,9.25,Denmark
NP Kenjige,2,6,3.0,33.33333333333333,0.6666666666666666,United States of America
NPAN Sakarini,441,533,15.0,82.73921200750469,29.4,Indonesia
NR Johns-Wickberg,52,66,4.0,78.78787878787878,13.0,Serbia
NR Kirton,586,485,20.0,120.82474226804123,29.3,Canada
NR Kumar,433,322,14.0,134.472049689441,30.928571428571427,Canada
NR Sciver,1038,911,43.0,113.94072447859496,24.13953488372093,England
NR Sciver-Brunt,543,393,12.0,138.1679389312977,45.25,England
NR Welch,26,26,3.0,100.0,8.666666666666666,Zimbabwe
NRJ Croes,109,93,6.0,117.20430107526884,18.166666666666668,Netherlands
NS Dhaliwal,720,560,24.0,128.57142857142858,30.0,Canada
NS Poonia,52,42,0.0,123.8095238095238,52.0,Scotland
NSK Mehta,1,3,2.0,33.33333333333333,0.5,Belgium
NT Broom,11,11,1.0,100.0,11.0,New Zealand
NT Ellis,24,30,1.0,80.0,24.0,Australia
NT Gireesh,9,13,2.0,69.23076923076923,4.5,Cambodia
NT Gruny,3,13,3.0,23.07692307692308,1.0,United States of America
NT Miles,565,701,23.0,80.59914407988587,24.565217391304348,Hong Kong
NT Rajendran,19,17,0.0,111.76470588235294,19.0,Kuwait
NW Bracken,12,18,2.0,66.66666666666666,6.0,Australia
NW Sariani,5,16,2.0,31.25,2.5,Indonesia
NY McLean,217,222,9.0,97.74774774774777,24.11111111111111,West Indies
Nadeem Ahmed,23,29,2.0,79.3103448275862,11.5,Hong Kong
Nadeem Khan,16,17,1.0,94.11764705882352,16.0,Oman
Nader Zahadiafzal,0,3,1.0,0.0,0.0,Iran
Nadif Chowdhury,12,10,1.0,120.0,12.0,Bangladesh
Naeem Gull,117,137,8.0,85.40145985401459,14.625,Swaziland
Naeem Islam,39,39,3.0,100.0,13.0,Bangladesh
Nahida Akter,67,87,9.0,77.01149425287356,7.444444444444445,Bangladesh
Nahida Khan,133,216,16.0,61.57407407407407,8.3125,Pakistan
Naiem Bameri,4,16,1.0,25.0,4.0,Iran
Nain Abidi,285,371,12.0,76.81940700808624,23.75,Pakistan
Najiha Alvi,3,4,1.0,75.0,3.0,Pakistan
Najjam Shahzad,211,173,12.0,121.96531791907516,17.583333333333332,Portugal
Najwa Akram,5,29,3.0,17.24137931034483,1.6666666666666667,Saudi Arabia
Namgay Thinley,201,189,12.0,106.34920634920636,16.75,Bhutan
Nanthita Boonsukham,12,9,1.0,133.33333333333331,12.0,Thailand
Nary Thapa,32,44,3.0,72.72727272727273,10.666666666666666,Nepal
Naseem Khan,35,45,4.0,77.77777777777779,8.75,Croatia
Naseem Khushi,340,212,18.0,160.37735849056605,18.88888888888889,Oman
Naseem Shah,21,23,3.0,91.30434782608695,7.0,Pakistan
Nashra Sandhu,19,42,5.0,45.23809523809524,3.8,Pakistan
Nasir Hossain,113,120,7.0,94.16666666666669,16.142857142857142,Bangladesh
Nasir Jamshed,217,181,8.0,119.88950276243094,27.125,Pakistan
Nasra Mohamedi,59,78,5.0,75.64102564102564,11.8,Tanzania
Nasrulla Rana,155,149,13.0,104.02684563758388,11.923076923076923,Hong Kong
Nasum Ahmed,49,46,4.0,106.5217391304348,12.25,Bangladesh
Natalia Pervaiz,96,108,9.0,88.88888888888889,10.666666666666666,Pakistan
Natalie Clarke,19,34,2.0,55.88235294117647,9.5,Switzerland
Navdeep Saini,12,11,0.0,109.09090909090908,12.0,India
Naveed Ahmed,30,37,2.0,81.08108108108108,15.0,Czech Republic
Naveed Shahid,12,7,0.0,171.42857142857142,12.0,Finland
Naveena Shetty,36,22,3.0,163.63636363636363,12.0,Bahrain
Navid Balouch,19,23,0.0,82.6086956521739,19.0,Iran
Nawaf Ahmed,10,10,1.0,100.0,10.0,Kuwait
Nawazish Akhtar,29,37,3.0,78.37837837837837,9.666666666666666,Saudi Arabia
Nay Lin Htun,27,50,5.0,54.0,5.4,Myanmar
Nayab Alizai,18,42,2.0,42.85714285714285,9.0,Norway
Nayab Razwan,54,81,8.0,66.66666666666666,6.75,Norway
Nazakat Ali,35,31,2.0,112.90322580645164,17.5,Norway
Nazatul Hidayah Husna,1,1,0.0,100.0,1.0,Malaysia
Nazimuddin,11,19,2.0,57.89473684210527,5.5,Bangladesh
Nazir Patel,0,6,1.0,0.0,0.0,Panama
Nazmul Hossain,3,15,1.0,20.0,3.0,Bangladesh
Nazmul Hossain Shanto,489,464,21.0,105.38793103448276,23.285714285714285,Bangladesh
Nazmul Huda,13,54,2.0,24.074074074074076,6.5,Timor-Leste
Nazmul Islam,7,10,1.0,70.0,7.0,Bangladesh
Nazmus Sakib,15,18,2.0,83.33333333333334,7.5,Malaysia
Nazril Rahman,33,33,4.0,100.0,8.25,Malaysia
Nazwan Ismail,4,3,0.0,133.33333333333331,4.0,Maldives
Neeraj Mishra,0,6,1.0,0.0,0.0,Czech Republic
Nelson Jesus Navarrete Aburto,1,8,1.0,12.5,1.0,Chile
Nestor Dhamba,3,6,1.0,50.0,3.0,Oman
Ngawang Thinley,22,27,3.0,81.48148148148148,7.333333333333333,Bhutan
Niaz Ali,0,3,1.0,0.0,0.0,Hong Kong
Nida Dar,1033,987,47.0,104.66058763931105,21.97872340425532,Pakistan
Nigar Sultana,1116,1210,30.0,92.23140495867769,37.2,Bangladesh
Nik Nur Atiela,19,23,2.0,82.6086956521739,9.5,Malaysia
Nilansh Keswani,16,10,0.0,160.0,16.0,United Arab Emirates
Nimish Lathief,54,62,5.0,87.09677419354838,10.8,Kuwait
Nimra Ghazanfar,0,5,2.0,0.0,0.0,Saudi Arabia
Nipuni Nadeera,4,5,1.0,80.0,4.0,Bahrain
Nirmaljit Singh,7,28,1.0,25.0,7.0,Cambodia
Nisha Ali,9,22,2.0,40.909090909090914,4.5,United Arab Emirates
Nishat Sakib,28,32,3.0,87.5,9.333333333333334,South Korea
Nithish Kumar Reddy,74,37,2.0,200.0,37.0,India
Niv Nagavkar,32,33,2.0,96.96969696969695,16.0,Israel
Niyas Pullariyil,17,18,0.0,94.44444444444444,17.0,Malta
Nizakat Khan,1404,1152,61.0,121.875,23.016393442622952,Hong Kong
Noah Mead,3,4,2.0,75.0,1.5,Samoa
Noman Amjad,126,130,13.0,96.92307692307692,9.692307692307692,France
Nonoha Yasumoto,1,7,2.0,14.285714285714285,0.5,Japan
Noor Hayati Zakaria,7,18,1.0,38.88888888888889,7.0,Malaysia
Noorkhan Ahmedi,33,22,2.0,150.0,16.5,Switzerland
Nooruddin Mujadady,12,9,1.0,133.33333333333331,12.0,Germany
Noorullah Sidiqi,6,1,0.0,600.0,6.0,Belgium
Nouman Butt,5,10,1.0,50.0,5.0,Norway
Nouman Sarwar,4,5,1.0,80.0,4.0,Qatar
Ntombizodwa Mkhatshwa,8,49,3.0,16.3265306122449,2.6666666666666665,Eswatini
Ntombizonke MKhatshwa,2,22,1.0,9.090909090909092,2.0,Eswatini
Numan Ahmadzai,28,34,0.0,82.35294117647058,28.0,Switzerland
Nur Aishah,6,27,0.0,22.22222222222222,6.0,Malaysia
Nur Arianna Natsya,66,116,9.0,56.896551724137936,7.333333333333333,Malaysia
Nur Dania Syuhada,52,99,9.0,52.52525252525253,5.777777777777778,Malaysia
Nur Izzatul Syafiqa,18,29,1.0,62.06896551724138,18.0,Malaysia
Nur Nadihirah,1,3,1.0,33.33333333333333,1.0,Malaysia
Nurilyaa Natasya,8,16,0.0,50.0,8.0,Malaysia
Nurudeen Ibrahim,0,2,1.0,0.0,0.0,Ghana
Nurul Hasan,251,216,17.0,116.2037037037037,14.764705882352942,Bangladesh
Nuzhat Tasnia,7,13,1.0,53.84615384615385,7.0,Bangladesh
Nyeing Cham Soe,62,82,5.0,75.60975609756098,12.4,Myanmar
O Amarjargal,12,67,3.0,17.91044776119403,4.0,Mongolia
O Asika,13,44,2.0,29.545454545454547,6.5,Nigeria
O Bascome,91,98,5.0,92.85714285714286,18.2,Bermuda
O Bastin,3,5,0.0,60.0,3.0,Jersey
O Batisani,156,223,10.0,69.95515695067265,15.6,Botswana
O Bell,8,19,2.0,42.10526315789473,4.0,Scotland
O Casasola,1,6,1.0,16.666666666666664,1.0,Belize
O Duff,3,1,0.0,300.0,3.0,Bulgaria
O Erdenebaatar,36,204,8.0,17.647058823529413,4.5,Mongolia
O Essiz,4,11,2.0,36.36363636363637,2.0,Turkey
O Hamrikova,11,48,4.0,22.916666666666664,2.75,Czech Republic
O Isiyaku,4,7,0.0,57.14285714285714,4.0,Nigeria
O Issouf,0,7,2.0,0.0,0.0,Ivory Coast
O Kamchomphu,78,102,19.0,76.47058823529412,4.105263157894737,Thailand
O Keitsemang,11,40,5.0,27.500000000000004,2.2,Botswana
O Kgeresi,146,281,15.0,51.95729537366548,9.733333333333333,Botswana
O Kirsten,2,1,0.0,200.0,2.0,South Africa
O Lefaga,9,15,3.0,60.0,3.0,Samoa
O Lutbayar,4,19,3.0,21.052631578947366,1.3333333333333333,Mongolia
O Manishimwe,391,441,23.0,88.66213151927438,17.0,Rwanda
O Matsolo,51,127,2.0,40.15748031496063,25.5,Mozambique
O Mondlane,243,387,20.0,62.7906976744186,12.15,Mozambique
O Muzondo,15,5,0.0,300.0,15.0,Zimbabwe
O Olaleye,230,233,10.0,98.71244635193132,23.0,Nigeria
O Omonkhobio,45,31,2.0,145.16129032258064,22.5,Nigeria
O Prendergast,949,803,31.0,118.1818181818182,30.61290322580645,Ireland
O Ranedoumoun,30,69,7.0,43.47826086956522,4.285714285714286,Cameroon
O Sam Arthur,17,14,1.0,121.42857142857142,17.0,Costa Rica
O Sow,0,6,1.0,0.0,0.0,Mali
O Stewart,0,1,1.0,0.0,0.0,Bahamas
O Thomas,0,5,1.0,0.0,0.0,West Indies
O Touray,0,1,1.0,0.0,0.0,Gambia
O Tuyisenge,394,454,29.0,86.78414096916299,13.586206896551724,Rwanda
OA Shah,207,190,10.0,108.94736842105264,20.7,England
OB Nightingale,146,139,5.0,105.03597122302158,29.2,Guernsey
OC McCoy,10,7,2.0,142.85714285714286,5.0,West Indies
OC Moiane,3,4,1.0,75.0,3.0,Mozambique
OD Hald,102,85,9.0,120.0,11.333333333333334,Denmark
OE Newey,23,27,1.0,85.18518518518519,23.0,Guernsey
OE Taylor,12,26,2.0,46.15384615384615,6.0,Cook Islands
OEG Baartman,13,24,2.0,54.16666666666666,6.5,South Africa
OF Rios,8,39,3.0,20.51282051282051,2.6666666666666665,Costa Rica
OF Smith,88,63,1.0,139.68253968253967,88.0,West Indies
OGL Bascome,309,249,15.0,124.09638554216868,20.6,Bermuda
OH Agbomadzie,270,306,16.0,88.23529411764706,16.875,Ghana
OJ Hairs,421,252,19.0,167.06349206349208,22.157894736842103,Scotland
OJ Herrington,72,71,4.0,101.40845070422534,18.0,Belgium
OJ Webster,112,86,5.0,130.2325581395349,22.4,Isle of Man
OJR Groves,74,48,1.0,154.16666666666669,74.0,Slovenia
OK Mohamed,15,41,5.0,36.58536585365854,3.0,Ivory Coast
OL Pitcher,13,18,1.0,72.22222222222221,13.0,Bermuda
OP Eguakun,18,43,1.0,41.86046511627907,18.0,Nigeria
OR Willis,16,29,2.0,55.172413793103445,8.0,Cayman Islands
OS Dlamini,0,5,0.0,0.0,0.0,Eswatini
OS Oyronke,2,13,2.0,15.384615384615383,1.0,Nigeria
OSB Tilley,8,13,2.0,61.53846153846154,4.0,Croatia
OT Wallerson,24,49,2.0,48.97959183673469,12.0,United States of America
OU Ranasinghe,216,305,23.0,70.81967213114754,9.391304347826088,Sri Lanka
Omair Yousuf,45,50,4.0,90.0,11.25,Pakistan
Omar Hayat,5,3,1.0,166.66666666666669,5.0,Denmark
Omar Hussain,33,37,3.0,89.1891891891892,11.0,Lesotho
Omar Rassol,168,132,7.0,127.27272727272728,24.0,Bulgaria
Omid Mailk Khel,124,117,6.0,105.982905982906,20.666666666666668,Belgium
Osama Mahmood,26,27,2.0,96.29629629629628,13.0,Switzerland
Ouen Sophy,8,33,3.0,24.24242424242424,2.6666666666666665,Cambodia
Ousman Bah,22,58,3.0,37.93103448275862,7.333333333333333,Gambia
Ovais Yousof,38,59,2.0,64.40677966101694,19.0,Nigeria
Owais Ahmed,10,8,0.0,125.0,10.0,Qatar
P Abanda,30,45,5.0,66.66666666666666,6.0,Cameroon
P Abhijit,0,1,1.0,0.0,0.0,Seychelles
P Agboya,47,66,7.0,71.21212121212122,6.714285714285714,Nigeria
P Agrawal,3,18,2.0,16.666666666666664,1.5,Norway
P Aho,209,188,9.0,111.17021276595744,23.22222222222222,Nigeria
P Alako,417,469,24.0,88.91257995735607,17.375,Uganda
P Arrighi,18,23,2.0,78.26086956521739,9.0,Argentina
P Ayoleyine,0,1,1.0,0.0,0.0,Ghana
P Baghel,0,2,1.0,0.0,0.0,Czech Republic
P Baron,123,140,11.0,87.85714285714286,11.181818181818182,Argentina
P Bhandari,10,55,5.0,18.181818181818183,2.0,Malta
P Bhart,4,16,1.0,25.0,4.0,Norway
P Bosnjak,16,19,4.0,84.21052631578947,4.0,Croatia
P Buccimazza,1,2,1.0,50.0,1.0,Portugal
P Cabebula,0,5,2.0,0.0,0.0,Fiji
P Campbell,15,29,2.0,51.72413793103448,7.5,Gambia
P Chilongia,30,67,1.0,44.776119402985074,30.0,Spain
P Chin,27,25,0.0,108.0,27.0,Cayman Islands
P Choudhary,13,29,3.0,44.82758620689656,4.333333333333333,Czech Republic
P Cuinica,146,264,11.0,55.3030303030303,13.272727272727272,Mozambique
P Dakainivanua,18,30,2.0,60.0,9.0,Fiji
P Deol,9,13,2.0,69.23076923076923,4.5,Cyprus
P Dhiman,29,33,1.0,87.87878787878788,29.0,Spain
P Fernando,0,3,1.0,0.0,0.0,Italy
P Florin,5,9,0.0,55.55555555555556,5.0,Romania
P Ganeshan,4,17,0.0,23.52941176470588,4.0,Austria
P Gheewala,13,12,2.0,108.33333333333331,6.5,Estonia
P Gopalkrishnan,0,3,1.0,0.0,0.0,Qatar
P Haryanti,0,2,1.0,0.0,0.0,Indonesia
P Hatchman,28,33,4.0,84.84848484848484,7.0,Gibraltar
P Heron,2,6,1.0,33.33333333333333,2.0,Cayman Islands
P Hingorani,0,1,0.0,0.0,0.0,Romania
P Jain,7,15,2.0,46.66666666666666,3.5,United Arab Emirates
P Jayawickrama,0,5,0.0,0.0,0.0,Sri Lanka
P Jayeshbhai Patel,43,62,5.0,69.35483870967742,8.6,Panama
P Kaveao,0,3,1.0,0.0,0.0,Cook Islands
P Khadka,269,239,13.0,112.55230125523012,20.692307692307693,Nepal
P Khari,38,23,0.0,165.2173913043478,38.0,Czech Republic
P Koech,4,7,2.0,57.14285714285714,2.0,Kenya
P Kotoisuva,34,23,2.0,147.82608695652172,17.0,Fiji
P Kumar,7,16,3.0,43.75,2.333333333333333,India
P Kumbhare,15,27,7.0,55.55555555555556,2.142857142857143,Japan
P Kurup,688,581,23.0,118.41652323580034,29.91304347826087,Bahrain
P Litchfield,321,228,12.0,140.78947368421052,26.75,Australia
P Malav,16,29,3.0,55.172413793103445,5.333333333333333,Luxembourg
P Malemikia,8,14,1.0,57.14285714285714,8.0,Uganda
P Manning,93,134,6.0,69.40298507462687,15.5,Cayman Islands
P Mapotsane,204,302,12.0,67.54966887417218,17.0,Botswana
P Marange,83,91,8.0,91.2087912087912,10.375,Zimbabwe
P Maruariki,0,2,1.0,0.0,0.0,Cook Islands
P Maya,238,297,17.0,80.13468013468014,14.0,Thailand
P Maziya,70,99,7.0,70.70707070707071,10.0,Malawi
P Mishra,233,236,18.0,98.72881355932203,12.944444444444445,Bulgaria
P Molkenboer,411,420,15.0,97.85714285714285,27.4,Netherlands
P Mujaji,99,102,8.0,97.05882352941175,12.375,Zimbabwe
P Munorwei,2,10,0.0,20.0,2.0,Zimbabwe
P Murungi,187,163,13.0,114.7239263803681,14.384615384615383,Uganda
P Mustard,60,38,2.0,157.89473684210526,30.0,England
P Nakitende,1,3,1.0,33.33333333333333,1.0,Uganda
P Nedeljkovic,2,15,1.0,13.333333333333334,2.0,Serbia
