batter,total_runs,balls_faced,times_out,strike_rate,average
CA Henry,204,265,18.0,76.9811320754717,11.333333333333334
CA Ingram,123,89,5.0,138.20224719101125,24.6
CA Keita,11,47,7.0,23.404255319148938,1.5714285714285714
CA Liyanage,0,1,1.0,0.0,0.0
CA Lynn,109,78,3.0,139.74358974358972,36.333333333333336
CA Soper,61,82,4.0,74.39024390243902,15.25
CA Young,25,34,2.0,73.52941176470588,12.5
CAH Stevenson,0,1,0.0,0.0,0.0
CAK Rajitha,1,1,0.0,100.0,1.0
CAK Walton,71,71,6.0,100.0,11.833333333333334
CB Mpofu,3,2,0.0,150.0,3.0
CB Ondoa,11,28,3.0,39.285714285714285,3.6666666666666665
CB Roposo,1,8,1.0,12.5,1.0
CB Sole,10,17,2.0,58.82352941176471,5.0
CBRLS Kumara,0,1,1.0,0.0,0.0
CC Machado,15,35,2.0,42.857142857142854,7.5
CC van Slobbe,14,19,1.0,73.68421052631578,14.0
CD Barnwell,34,44,3.0,77.27272727272727,11.333333333333334
CD Mboe,34,88,6.0,38.63636363636363,5.666666666666667
CD McMillan,163,91,4.0,179.12087912087912,40.75
CD Wallace,78,84,5.0,92.85714285714286,15.6
CD de Lange,22,10,1.0,220.00000000000003,22.0
CE Coulter Reilly,22,26,2.0,84.61538461538461,11.0
CE Dean,143,127,8.0,112.5984251968504,17.875
CE Jacob,42,72,4.0,58.333333333333336,10.5
CE McConchie,72,75,4.0,96.0,18.0
CG Osborne,8,18,0.0,44.44444444444444,8.0
